transaction_text,amount,amount_log,payment_method,transaction_type,category
Zepto UPI/Zepto,2316.59,7.748283131637409,Upi,Debit,Groceries
Zomato UPI/Paytm/Zomato,359.04,5.886215136388884,Upi,Debit,Food
HPCL FASTag Recharge,2309.73,7.745318770908902,Upi,Debit,Fuel
Indian Oil UPI/Indian Oil,4572.45,8.428023122490469,Upi,Debit,Fuel
EatClub POS Purchase EatClub,1080.54,6.986141230377214,Debit Card,Debit,Food
The Beer Cafe POS Purchase The Beer Cafe,2497.27,7.823353771313776,Credit Card,Debit,Food
Bharat Gas UPI/DR/477040284/Bharat Gas,5450.08,8.603569033162787,Upi,Debit,Bills
BEST Auto Debit BEST,309.24,5.737346191494342,Auto Debit,Debit,Bills
Adani Electricity UPI/Paytm/Adani Electricity,5046.44,8.526636463043532,Upi,Debit,Bills
KFC POS Purchase KFC,418.82,6.03982604798586,Debit Card,Debit,Food
Jio Auto Debit Jio,10201.67,9.230404729723842,Auto Debit,Debit,Bills
Zepto UPI/Paytm/Zepto,2323.01,7.751049420888534,Upi,Debit,Groceries
Jio Net Banking Jio,15150.3,9.625841615837027,Net Banking,Debit,Bills
BSNL NEFT BSNL,6680.84,8.80714867770335,Neft,Debit,Bills
Tata Play Auto Debit Tata Play,467.77,6.150112243041091,Auto Debit,Debit,Subscription
McDonald's India POS Purchase McDonald's India,2708.18,7.904401285060436,Debit Card,Debit,Food
Netflix Auto Debit Netflix,708.0,6.5638555265321274,Auto Debit,Debit,Subscription
Airtel Auto Debit Airtel,13621.38,9.519469307462682,Auto Debit,Debit,Bills
Jio Fiber Auto Debit Jio Fiber,9170.76,9.123884477041463,Auto Debit,Debit,Bills
Myntra Cashback Myntra,3453.61,8.14746484994613,Upi,Credit,Shopping
Bakery UPI/Paytm/Bakery,1746.13,7.4657297206454345,Upi,Debit,Other
HP Gas Net Banking HP Gas,8996.11,9.104658693640033,Net Banking,Debit,Bills
Jio Auto Debit Jio,5493.68,8.611535630383141,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,10977.1,9.303657658195693,Auto Debit,Debit,Bills
Airtel Auto Debit Airtel,4741.24,8.464264876900934,Auto Debit,Debit,Bills
HP Gas NEFT HP Gas,3021.47,8.013829656881377,Neft,Debit,Bills
EMI Personal Loan Net Banking EMI Personal Loan,19939.86,9.900526171973949,Net Banking,Debit,Bills
Jio Auto Debit Jio,7894.52,8.974050788991958,Auto Debit,Debit,Bills
Ace Hardware India UPI/DR/849530830/Ace Hardware India,5656.87,8.640802775280832,Upi,Debit,Miscellaneous
Nature's Basket UPI/DR/319457073/Nature's Basket,1143.01,7.04229491316028,Upi,Debit,Groceries
Nykaa POS Purchase Nykaa,4267.15,8.358935757071167,Credit Card,Debit,Shopping
Myntra UPI/Paytm/Myntra,20793.23,9.942430823359691,Upi,Debit,Shopping
Ajio POS Purchase Ajio,14867.05,9.60696989433858,Debit Card,Debit,Shopping
Interest Credit Interest Credit Savings Account,813.4,6.702451645796258,Neft,Credit,Salary
ICICI Prudential MF SIP Investment ICICI Prudential MF,20675.42,9.936749199516465,Auto Debit,Debit,Investment
Reliance Fresh POS Purchase Reliance Fresh,4565.56,8.426515465211079,Credit Card,Debit,Groceries
Disney+ Hotstar UPI/Disney+ Hotstar,840.0,6.734591659972948,Upi,Debit,Entertainment
Myntra POS Purchase Myntra,4195.62,8.342034718371998,Credit Card,Debit,Shopping
Employer Salary Credit NEFT Salary Credit,240125.84,12.38892256271719,Imps,Credit,Salary
House Rent Payment Net Banking House Rent Payment,17662.41,9.779250547250872,Net Banking,Debit,Rent
Zepto UPI/Zepto,1734.96,7.459315853480183,Upi,Debit,Groceries
House Rent Payment UPI House Rent Payment,33323.0,10.4140331370948,Upi,Debit,Rent
Nature's Basket UPI/DR/618840705/Nature's Basket,759.82,6.634396799003425,Upi,Debit,Groceries
Vegetable Market UPI/Paytm/Vegetable Market,1573.03,7.361394488516172,Upi,Debit,Other
Zepto POS Purchase Zepto,1740.38,7.462433181316503,Credit Card,Debit,Groceries
Disney+ Hotstar UPI/DR/630536354/Disney+ Hotstar,494.98,6.2065356033313055,Credit Card,Debit,Subscription
Fruit Vendor UPI/Fruit Vendor,1195.05,7.086779739656796,Upi,Debit,Other
KFC POS Purchase KFC,2433.02,7.797299490440583,Debit Card,Debit,Food
The Beer Cafe POS Purchase The Beer Cafe,2218.32,7.70495612163866,Debit Card,Debit,Food
Amazon India POS Purchase Amazon India,48761.33,10.794713367523267,Debit Card,Debit,Shopping
Zepto UPI/Zepto,1977.36,7.590023497644544,Upi,Debit,Groceries
Amazon India POS Purchase Amazon India,9984.92,9.208931379812762,Credit Card,Debit,Shopping
EatClub POS Purchase EatClub,168.09,5.130431117550338,Debit Card,Debit,Food
Ajio UPI/Paytm/Ajio,49971.86,10.819235337041032,Upi,Debit,Shopping
Jio Fiber Auto Debit Jio Fiber,15274.97,9.634036284478592,Auto Debit,Debit,Bills
Chaayos UPI/DR/969180872/Chaayos,2109.46,7.654661212188172,Upi,Debit,Food
Chaayos POS Purchase Chaayos,2425.37,7.794151592301893,Credit Card,Debit,Food
Bajaj Allianz Insurance Premium Bajaj Allianz,48253.76,10.784249754751,Auto Debit,Debit,Insurance
Third Wave Coffee POS Purchase Third Wave Coffee,824.16,6.715577306924807,Debit Card,Debit,Food
Faasos UPI/Paytm/Faasos,1903.88,7.552174293450729,Upi,Debit,Food
Netflix UPI/DR/202585894/Netflix,591.62,6.384553384148091,Upi,Debit,Subscription
Flipkart POS Purchase Flipkart,11551.62,9.354667530052517,Credit Card,Debit,Shopping
Income Tax Payment Auto Debit Income Tax Payment,31455.05,10.356346612467501,Auto Debit,Debit,Bills
Cafe Coffee Day POS Purchase Cafe Coffee Day,2884.7,7.96752278382668,Credit Card,Debit,Food
Tata Power Auto Debit Tata Power,9935.27,9.203946977717099,Auto Debit,Debit,Bills
Interest Credit Interest Credit Savings Account,1641.06,7.403706830148672,Neft,Credit,Salary
Adani Electricity NEFT Adani Electricity,12050.66,9.396957688766955,Neft,Debit,Bills
DMart UPI/DMart,990.72,6.899440809378052,Upi,Debit,Groceries
Airtel Digital TV Auto Debit Airtel Digital TV,757.51,6.631355982617303,Auto Debit,Debit,Subscription
Amazon India POS Purchase Amazon India,5688.3,8.646342496705346,Net Banking,Debit,Shopping
Netflix POS Purchase Netflix,1225.58,7.111985087824971,Debit Card,Debit,Entertainment
Apollo Pharmacy UPI/Apollo Pharmacy,1091.27,6.99601337849018,Upi,Debit,Miscellaneous
Barbeque Nation POS Purchase Barbeque Nation,2553.47,7.8456000447206815,Debit Card,Debit,Food
Cafe Coffee Day UPI/Paytm/Cafe Coffee Day,2745.97,7.918253765030907,Upi,Debit,Food
Domino's India UPI/Paytm/Domino's India,2846.48,7.954189671591666,Upi,Debit,Food
Nature's Basket UPI/Paytm/Nature's Basket,4436.37,8.397817137579894,Upi,Debit,Groceries
Municipal Water Department UPI/Municipal Water Department,6635.28,8.800306844513017,Upi,Debit,Bills
Zomato UPI/Paytm/Zomato,1762.92,7.4752938840644045,Upi,Debit,Food
Zepto UPI/Zepto,1912.89,7.556893099096995,Upi,Debit,Groceries
Faasos POS Purchase Faasos,1759.56,7.473387219241279,Debit Card,Debit,Food
Local Hardware Store POS Purchase Local Hardware Store,8310.27,9.025367704090668,Debit Card,Debit,Miscellaneous
HPCL POS Purchase HPCL,1300.93,7.171603057882349,Credit Card,Debit,Fuel
Local Wine & Beer Shop UPI/Paytm/Local Wine & Beer Shop,2618.36,7.870685292106032,Upi,Debit,Food
BigBasket UPI/DR/258362512/BigBasket,4077.88,8.313577719909572,Upi,Debit,Groceries
BPCL POS Purchase BPCL,4083.45,8.314942359306581,Debit Card,Debit,Fuel
The Beer Cafe UPI/Paytm/The Beer Cafe,2064.62,7.633185702462235,Upi,Debit,Food
Jio Auto Debit Jio,7161.71,8.876643679964918,Auto Debit,Debit,Bills
Pet Shop UPI/DR/260221190/Pet Shop,1805.69,7.499251720811334,Upi,Debit,Other
Social POS Purchase Social,892.69,6.795358958887573,Credit Card,Debit,Food
Fruit Vendor UPI/DR/844554951/Fruit Vendor,1116.89,7.019198258892322,Upi,Debit,Other
Chaayos UPI/Paytm/Chaayos,2410.29,7.787917152988514,Upi,Debit,Food
Amazon India POS Purchase Amazon India,4462.26,8.403634719710363,Credit Card,Debit,Shopping
Bakery UPI/Paytm/Bakery,47.36,3.878673025746592,Upi,Debit,Other
EMI Home Loan Net Banking EMI Home Loan,22981.85,10.042503564600521,Net Banking,Debit,Bills
Indane Gas Net Banking Indane Gas,12567.95,9.438984765875713,Net Banking,Debit,Bills
BEST Auto Debit BEST,5865.6,8.677030528657204,Auto Debit,Debit,Bills
Ajio POS Purchase Ajio,12457.87,9.43018809802017,Credit Card,Debit,Shopping
Zepto POS Purchase Zepto,4956.19,8.508594326920871,Credit Card,Debit,Groceries
Zomato UPI/DR/394243484/Zomato,2553.27,7.845521747527988,Upi,Debit,Food
Municipal Water Department Auto Debit Municipal Water Department,15120.24,9.62385565695285,Auto Debit,Debit,Bills
Jio Fiber Auto Debit Jio Fiber,15306.44,9.636094263697196,Auto Debit,Debit,Bills
Jio Fiber Auto Debit Jio Fiber,13864.02,9.537124400529905,Auto Debit,Debit,Bills
Cafe Coffee Day POS Purchase Cafe Coffee Day,1607.37,7.3829765227725686,Credit Card,Debit,Food
Flipkart POS Purchase Flipkart,14581.69,9.587590487858872,Debit Card,Debit,Shopping
Jio Fiber Auto Debit Jio Fiber,15117.99,9.623706848560577,Auto Debit,Debit,Bills
BEST Auto Debit BEST,8743.16,9.076141327950628,Auto Debit,Debit,Bills
BSNL Net Banking BSNL,4426.42,8.39557230060611,Net Banking,Debit,Bills
Nature's Basket POS Purchase Nature's Basket,3537.76,8.171531662278705,Credit Card,Debit,Groceries
EMI Home Loan Net Banking EMI Home Loan,15159.56,9.626452597828107,Net Banking,Debit,Bills
BSNL Net Banking BSNL,8999.93,9.105083184313168,Net Banking,Debit,Bills
Bharat Gas UPI/Bharat Gas,598.03,6.395311680333768,Upi,Debit,Bills
Municipal Water Department Net Banking Municipal Water Department,375.76,5.931608379954616,Net Banking,Debit,Bills
Tata Power NEFT Tata Power,12102.5,9.401249945956671,Neft,Debit,Bills
Amazon India Cashback Amazon India,4264.93,8.358415490082793,Net Banking,Credit,Shopping
Starbucks India POS Purchase Starbucks India,348.56,5.856675220759343,Credit Card,Debit,Food
KFC UPI/Paytm/KFC,763.75,6.639548983031013,Upi,Debit,Food
Reliance Fresh UPI/Paytm/Reliance Fresh,821.65,6.712530836832659,Upi,Debit,Groceries
BPCL POS Purchase BPCL,1325.79,7.190517770113533,Debit Card,Debit,Fuel
Employer Salary Credit NEFT Salary Credit,129662.04,11.77269436438966,Neft,Credit,Salary
House Rent Payment Net Banking House Rent Payment,44310.63,10.69900244979543,Net Banking,Debit,Rent
Indian Oil UPI/Indian Oil,1065.79,6.972409418435653,Upi,Debit,Fuel
Tata Power NEFT Tata Power,1890.32,7.54503027697545,Neft,Debit,Bills
House Rent Payment UPI House Rent Payment,39965.41,10.595794630308527,Upi,Debit,Rent
EMI Personal Loan UPI/Paytm/EMI Personal Loan,3441.57,8.143973564455626,Upi,Debit,Bills
Tea Stall UPI/Tea Stall,101.55,4.63035048451839,Upi,Debit,Other
General Store UPI/DR/947387796/General Store,1201.31,7.09199998533794,Upi,Debit,Other
Bajaj Allianz Insurance Premium Bajaj Allianz,7438.57,8.914568330457977,Auto Debit,Debit,Insurance
Ola POS Purchase Ola,2687.02,7.89656014209155,Debit Card,Debit,Miscellaneous
HPCL UPI/Paytm/HPCL,4040.23,8.304304380063586,Upi,Debit,Fuel
HP Gas Auto Debit HP Gas,11348.29,9.33691046588682,Auto Debit,Debit,Bills
Employer Salary Credit NEFT Salary Credit,49110.75,10.801853592688772,Imps,Credit,Salary
Meesho POS Purchase Meesho,1440.38,7.273356266995159,Debit Card,Debit,Shopping
Employer Salary Credit NEFT Salary Credit,126948.02,11.751540867528393,Imps,Credit,Salary
Employer Salary Credit NEFT Salary Credit,71346.11,11.175312117529641,Neft,Credit,Salary
BigBasket POS Purchase BigBasket,2852.22,7.956203460052665,Debit Card,Debit,Groceries
DMart UPI/Paytm/DMart,1714.13,7.447244158476504,Upi,Debit,Groceries
Mutual Fund SIP UPI/DR/131810311/Mutual Fund SIP,25358.65,10.140914607194095,Upi,Debit,Investment
Tata Power UPI/DR/213757100/Tata Power,1519.99,7.327116717615721,Upi,Debit,Bills
Lakme Salon UPI/Lakme Salon,7251.09,8.889044982167286,Upi,Debit,Miscellaneous
Nature's Basket UPI/Paytm/Nature's Basket,3120.1,8.045940782769973,Upi,Debit,Groceries
Jio Net Banking Jio,4152.71,8.331757189769894,Net Banking,Debit,Bills
Myntra UPI/DR/320456760/Myntra,3198.97,8.070896713743872,Upi,Debit,Shopping
Reliance Fresh UPI/DR/686277792/Reliance Fresh,4420.27,8.394182264117036,Upi,Debit,Groceries
Tailor UPI/Tailor,941.88,6.8489390210896035,Upi,Debit,Other
BPCL POS Purchase BPCL,2129.38,7.664055646547282,Debit Card,Debit,Fuel
McDonald's India UPI/McDonald's India,2624.23,7.872923790235019,Upi,Debit,Food
LIC Insurance Premium LIC,22699.23,10.030130335576754,Auto Debit,Debit,Insurance
Reliance Fresh UPI/Paytm/Reliance Fresh,3484.45,8.156352439679392,Upi,Debit,Groceries
Stationery Shop UPI/DR/897344195/Stationery Shop,2495.9,7.822805241420159,Upi,Debit,Other
Tea Stall UPI/DR/662484182/Tea Stall,61.44,4.134206095647231,Upi,Debit,Other
Home Depot India POS Purchase Home Depot India,8438.63,9.040693747766493,Debit Card,Debit,Miscellaneous
Tea Stall UPI/Paytm/Tea Stall,51.04,3.9520126536443043,Upi,Debit,Other
HPCL UPI/HPCL,3207.47,8.073549466983229,Upi,Debit,Fuel
Third Wave Coffee UPI/DR/295249057/Third Wave Coffee,2261.42,7.724190315832911,Upi,Debit,Food
BPCL UPI/BPCL,3348.6,8.116596214704934,Upi,Debit,Fuel
McDonald's India UPI/Paytm/McDonald's India,266.47,5.589007410514122,Upi,Debit,Food
Airtel Auto Debit Airtel,14793.24,9.60199319480925,Auto Debit,Debit,Bills
DMart UPI/DMart,4723.27,8.4604683306374,Upi,Debit,Groceries
Income Tax Payment Net Banking Income Tax Payment,12518.94,9.435077852310338,Net Banking,Debit,Bills
HP Gas Auto Debit HP Gas,10307.54,9.240727956896057,Auto Debit,Debit,Bills
Third Wave Coffee POS Purchase Third Wave Coffee,1373.3,7.225699789560806,Credit Card,Debit,Food
Myntra POS Purchase Myntra,10767.05,9.284338695261544,Credit Card,Debit,Shopping
Bharat Gas Net Banking Bharat Gas,10838.32,9.290935542398683,Net Banking,Debit,Bills
Meesho UPI/DR/301698698/Meesho,4800.12,8.476604503011327,Upi,Debit,Shopping
BigBasket POS Purchase BigBasket,1588.56,7.371212527357839,Credit Card,Debit,Groceries
The Beer Cafe UPI/The Beer Cafe,2165.76,7.680988243210912,Upi,Debit,Food
BigBasket UPI/Paytm/BigBasket,1519.85,7.327024668066699,Upi,Debit,Groceries
Blinkit POS Purchase Blinkit,1754.78,7.470668481608232,Credit Card,Debit,Groceries
HPCL POS Purchase HPCL,4062.76,8.309863932396386,Credit Card,Debit,Fuel
IRCTC POS Purchase IRCTC,582.47,6.368993036523124,Credit Card,Debit,Miscellaneous
Ajio POS Purchase Ajio,8972.56,9.102037754801243,Net Banking,Debit,Shopping
Myntra Cashback Myntra,1276.18,7.1524098014634,Net Banking,Credit,Shopping
Local Services UPI/Paytm/Local Services,1146.78,7.0455849208840124,Upi,Debit,Other
ATM ATM Cash Withdrawal,2506.56,7.827065447765169,Cash Withdrawal,Debit,Other
Social UPI/Social,1130.67,7.0314496968284494,Upi,Debit,Food
ATM ATM Cash Withdrawal,1531.63,7.334740492923871,Cash Withdrawal,Debit,Other
BigBasket POS Purchase BigBasket,2800.93,7.93806374442929,Credit Card,Debit,Groceries
Airtel Digital TV UPI/DR/786055206/Airtel Digital TV,642.26,6.466548997096203,Credit Card,Debit,Subscription
Apollo Pharmacy POS Purchase Apollo Pharmacy,10764.6,9.284111144427332,Credit Card,Debit,Miscellaneous
ICICI Lombard Net Banking Insurance Premium ICICI Lombard,32766.66,10.397197332368787,Net Banking,Debit,Insurance
The Beer Cafe UPI/Paytm/The Beer Cafe,1365.03,7.219664001822226,Upi,Debit,Food
BookMyShow UPI/DR/293976787/BookMyShow,1116.29,7.018661389365562,Upi,Debit,Entertainment
Local Wine & Beer Shop POS Purchase Local Wine & Beer Shop,901.77,6.805467814439991,Credit Card,Debit,Food
Chaayos POS Purchase Chaayos,2796.16,7.936359895713165,Credit Card,Debit,Food
Local Wine & Beer Shop UPI/Local Wine & Beer Shop,754.34,6.627167979006223,Upi,Debit,Food
Zomato UPI/Zomato,1119.63,7.021646306145317,Upi,Debit,Food
Jio Fiber Auto Debit Jio Fiber,7415.59,8.911474661794196,Auto Debit,Debit,Bills
Bakery UPI/Paytm/Bakery,1304.54,7.1743720272714855,Upi,Debit,Other
Municipal Water Department Auto Debit Municipal Water Department,2416.1,7.7903237534512595,Auto Debit,Debit,Bills
Misc Vendor UPI/Misc Vendor,1135.35,7.035576650420022,Upi,Debit,Other
IRCTC POS Purchase IRCTC,2333.04,7.755355950660231,Credit Card,Debit,Miscellaneous
The Beer Cafe POS Purchase The Beer Cafe,1272.52,7.149539999046881,Credit Card,Debit,Food
Airtel Digital TV Auto Debit Airtel Digital TV,814.61,6.7039362995373475,Auto Debit,Debit,Subscription
Starbucks India UPI/DR/162193817/Starbucks India,2745.88,7.91822100112217,Upi,Debit,Food
Starbucks India POS Purchase Starbucks India,1433.53,7.2685925484129195,Debit Card,Debit,Food
Local Services UPI/Paytm/Local Services,978.62,6.887164741366128,Upi,Debit,Other
HP Gas Auto Debit HP Gas,14001.69,9.547004732997465,Auto Debit,Debit,Bills
Meesho UPI/Paytm/Meesho,12816.97,9.458603371602702,Upi,Debit,Shopping
Indane Gas UPI/Paytm/Indane Gas,1332.74,7.1957423049308735,Upi,Debit,Bills
HP Gas NEFT HP Gas,2688.45,7.897091990724349,Neft,Debit,Bills
Indane Gas Net Banking Indane Gas,661.9,6.496624149247346,Net Banking,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,12577.29,9.439727590967411,Auto Debit,Debit,Bills
Indian Oil UPI/DR/595299904/Indian Oil,2801.77,7.938363492856963,Upi,Debit,Fuel
Income Tax Payment Net Banking Income Tax Payment,15481.31,9.647453360817005,Net Banking,Debit,Bills
Airtel Net Banking Airtel,11580.49,9.357163412970595,Net Banking,Debit,Bills
BSNL NEFT BSNL,14173.7,9.559213964350828,Neft,Debit,Bills
Domino's India POS Purchase Domino's India,1065.24,6.971893720098368,Debit Card,Debit,Food
HP Gas Auto Debit HP Gas,536.6,6.28711478920894,Auto Debit,Debit,Bills
Domino's India POS Purchase Domino's India,432.29,6.071407249781185,Debit Card,Debit,Food
EMI Personal Loan Auto Debit EMI Personal Loan,15284.89,9.634685459649761,Auto Debit,Debit,Bills
Airtel Net Banking Airtel,8103.17,9.000134023003662,Net Banking,Debit,Bills
Jio Fiber Auto Debit Jio Fiber,8066.54,8.995603882079305,Auto Debit,Debit,Bills
BEST UPI/DR/777350700/BEST,14000.2,9.54689831920985,Upi,Debit,Bills
Adani Electricity Net Banking Adani Electricity,10475.49,9.256888978111455,Net Banking,Debit,Bills
BEST Auto Debit BEST,2104.5,7.652308247601982,Auto Debit,Debit,Bills
Jio NEFT Jio,10280.48,9.238099497518228,Neft,Debit,Bills
Indane Gas Net Banking Indane Gas,15638.33,9.657544174307011,Net Banking,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,8074.38,8.996575205807154,Auto Debit,Debit,Bills
Municipal Water Department Net Banking Municipal Water Department,10187.41,9.229006078713239,Net Banking,Debit,Bills
Tea Stall UPI/DR/289768018/Tea Stall,118.91,4.786741461391342,Upi,Debit,Other
Amazon India POS Purchase Amazon India,1472.61,7.29547045158008,Debit Card,Debit,Shopping
Reliance Fresh UPI/Paytm/Reliance Fresh,1555.03,7.349892984758132,Upi,Debit,Groceries
ICICI Prudential MF SIP Investment ICICI Prudential MF,38587.72,10.560715284766731,Auto Debit,Debit,Investment
Tata Power NEFT Tata Power,673.11,6.513393302343635,Neft,Debit,Bills
Tata Power Auto Debit Tata Power,13059.01,9.477310168526913,Auto Debit,Debit,Bills
Reliance Fresh UPI/Paytm/Reliance Fresh,2525.32,7.834518977388865,Upi,Debit,Groceries
DMart UPI/Paytm/DMart,3638.14,8.199502668979848,Upi,Debit,Groceries
HDFC Mutual Fund SIP Investment HDFC Mutual Fund,39760.57,10.590656146912451,Auto Debit,Debit,Investment
Employer Salary Credit NEFT Salary Credit,156886.81,11.963286242904921,Imps,Credit,Salary
Bajaj Allianz Insurance Premium Bajaj Allianz,33215.63,10.4108059331087,Auto Debit,Debit,Insurance
Nature's Basket POS Purchase Nature's Basket,2954.75,7.991507704743222,Debit Card,Debit,Groceries
House Rent Payment NEFT House Rent Payment,24721.6,10.115473084034337,Neft,Debit,Rent
Employer Salary Credit NEFT Salary Credit,141025.68,11.856704371318642,Imps,Credit,Salary
Reliance Fresh UPI/DR/149861842/Reliance Fresh,3157.15,8.057741692104292,Upi,Debit,Groceries
Indane Gas Net Banking Indane Gas,14064.56,9.55148453527533,Net Banking,Debit,Bills
Employer Salary Credit NEFT Salary Credit,140146.77,11.850452644942976,Imps,Credit,Salary
BPCL UPI/Paytm/BPCL,594.64,6.389636457722005,Upi,Debit,Fuel
Employer Salary Credit NEFT Salary Credit,90145.28,11.40918896322099,Neft,Credit,Salary
Ajio POS Purchase Ajio,10666.52,9.274958889913925,Debit Card,Debit,Shopping
Amazon India UPI/Paytm/Amazon India,7977.35,8.984486902147335,Upi,Debit,Shopping
Mobile Repair UPI/DR/864059216/Mobile Repair,441.3,6.0919883848742815,Upi,Debit,Other
Income Tax Payment Auto Debit Income Tax Payment,36437.67,10.503385852354356,Auto Debit,Debit,Bills
Indian Oil POS Purchase Indian Oil,4038.61,8.303903431641961,Credit Card,Debit,Fuel
Tata Play Auto Debit Tata Play,776.79,6.656456564863477,Auto Debit,Debit,Subscription
Nature's Basket UPI/DR/324956459/Nature's Basket,2330.14,7.754112697292284,Upi,Debit,Groceries
HPCL POS Purchase HPCL,2053.68,7.627875397043509,Debit Card,Debit,Fuel
BigBasket POS Purchase BigBasket,708.53,6.564602779004281,Debit Card,Debit,Groceries
Unknown Merchant UPI/DR/326057528/Unknown Merchant,881.98,6.783302550290818,Upi,Debit,Other
Adani Electricity Auto Debit Adani Electricity,3920.72,8.274285612060886,Auto Debit,Debit,Bills
Uber UPI/Uber,785.96,6.668177421204502,Upi,Debit,Miscellaneous
Social POS Purchase Social,2164.07,7.680207972477414,Debit Card,Debit,Food
The Beer Cafe UPI/Paytm/The Beer Cafe,996.34,6.905091734895896,Upi,Debit,Food
Flipkart POS Purchase Flipkart,13168.32,9.485645160906222,Credit Card,Debit,Shopping
Nykaa POS Purchase Nykaa,11553.39,9.35482073031542,Net Banking,Debit,Shopping
Third Wave Coffee UPI/Third Wave Coffee,1934.16,7.567945289383974,Upi,Debit,Food
Zepto UPI/Paytm/Zepto,4370.68,8.382902653571026,Upi,Debit,Groceries
Unknown Merchant UPI/DR/438468976/Unknown Merchant,54.09,4.008968211484625,Upi,Debit,Other
Disney+ Hotstar POS Purchase Disney+ Hotstar,1926.21,7.563828640162251,Credit Card,Debit,Entertainment
EMI Home Loan Net Banking EMI Home Loan,17304.42,9.758775026216991,Net Banking,Debit,Bills
Amazon India POS Purchase Amazon India,3174.91,8.063349484434024,Debit Card,Debit,Shopping
Starbucks India POS Purchase Starbucks India,2847.48,7.954540797656552,Credit Card,Debit,Food
Myntra POS Purchase Myntra,2045.6,7.623935158652655,Net Banking,Debit,Shopping
Kirana Shop UPI/Kirana Shop,1310.01,7.1785531114996735,Upi,Debit,Other
Reliance Fresh UPI/Paytm/Reliance Fresh,2173.72,7.6846551996034576,Upi,Debit,Groceries
Cafe Coffee Day POS Purchase Cafe Coffee Day,643.21,6.468024759906079,Credit Card,Debit,Food
McDonald's India POS Purchase McDonald's India,1660.47,7.41545803165812,Credit Card,Debit,Food
Cafe Coffee Day UPI/Cafe Coffee Day,1491.29,7.3080671318495005,Upi,Debit,Food
Zepto POS Purchase Zepto,2558.76,7.847668783078802,Debit Card,Debit,Groceries
BPCL UPI/Paytm/BPCL,1576.01,7.3632859280970235,Upi,Debit,Fuel
Ajio POS Purchase Ajio,6584.2,8.792579985773866,Debit Card,Debit,Shopping
Domino's India POS Purchase Domino's India,1077.39,6.983224467118015,Debit Card,Debit,Food
HPCL UPI/DR/486556226/HPCL,2356.73,7.76545457072446,Upi,Debit,Fuel
Cafe Coffee Day POS Purchase Cafe Coffee Day,1706.39,7.4427211677006735,Debit Card,Debit,Food
Indian Oil UPI/DR/246733633/Indian Oil,3621.16,8.194825811956926,Upi,Debit,Fuel
BookMyShow UPI/DR/697643222/BookMyShow,221.82,5.406364270631171,Upi,Debit,Entertainment
KFC UPI/KFC,1184.38,7.077818677269445,Upi,Debit,Food
Barbeque Nation UPI/DR/714758692/Barbeque Nation,947.29,6.854660362647958,Upi,Debit,Food
Reliance Fresh UPI/DR/302563940/Reliance Fresh,1817.9,7.5059872017457945,Upi,Debit,Groceries
Blinkit POS Purchase Blinkit,2236.2,7.712980362947433,Credit Card,Debit,Groceries
Local Hardware Store POS Purchase Local Hardware Store,7065.06,8.863058319250149,Debit Card,Debit,Miscellaneous
Bakery UPI/Paytm/Bakery,2033.19,7.617852984241943,Upi,Debit,Other
Swiggy UPI/Paytm/Swiggy,830.8,6.723592027308811,Upi,Debit,Food
Airtel Digital TV Auto Debit Airtel Digital TV,259.25,5.5616427074950785,Auto Debit,Debit,Subscription
Local Hardware Store POS Purchase Local Hardware Store,1940.01,7.5709637351392525,Debit Card,Debit,Miscellaneous
Jio Auto Debit Jio,13667.16,9.522824319341673,Auto Debit,Debit,Bills
EMI Personal Loan Auto Debit EMI Personal Loan,14348.96,9.571502433727437,Auto Debit,Debit,Bills
EMI Home Loan Net Banking EMI Home Loan,23759.55,10.075781921356816,Net Banking,Debit,Bills
BSNL Net Banking BSNL,2693.84,7.89909411237845,Net Banking,Debit,Bills
Tata Power Auto Debit Tata Power,9699.8,9.179963635317467,Auto Debit,Debit,Bills
Bajaj Allianz Net Banking Insurance Premium Bajaj Allianz,11780.79,9.374310398123772,Net Banking,Debit,Insurance
The Beer Cafe UPI/The Beer Cafe,1146.95,7.04573302192404,Upi,Debit,Food
BEST Net Banking BEST,555.5,6.3216671707156,Net Banking,Debit,Bills
Jio Fiber Auto Debit Jio Fiber,12584.42,9.440294280075719,Auto Debit,Debit,Bills
BSNL Net Banking BSNL,3478.24,8.154569158113178,Net Banking,Debit,Bills
BPCL UPI/DR/576762564/BPCL,3533.81,8.170414828654218,Upi,Debit,Fuel
Municipal Water Department NEFT Municipal Water Department,9595.41,9.169144349182739,Neft,Debit,Bills
EMI Personal Loan NEFT EMI Personal Loan,19249.14,9.865273612416757,Neft,Debit,Bills
Spotify UPI/DR/847197907/Spotify,723.16,6.585012362445172,Upi,Debit,Subscription
Indane Gas UPI/Paytm/Indane Gas,582.19,6.368513033771035,Upi,Debit,Bills
Home Depot India UPI/DR/668132202/Home Depot India,2612.97,7.868625417454194,Upi,Debit,Miscellaneous
Domino's India POS Purchase Domino's India,2908.9,7.975873995313905,Credit Card,Debit,Food
Indane Gas NEFT Indane Gas,3242.18,8.08430960892983,Neft,Debit,Bills
EMI Home Loan Auto Debit EMI Home Loan,16720.27,9.72443684069191,Auto Debit,Debit,Bills
