transaction_text,amount,amount_log,amount_bucket,payment_method,transaction_type,category
HPCL UPI/HPCL,1170.42,7.065971967097091,Medium,Upi,Debit,Fuel
Local Services UPI/Local Services,973.2,6.881616621372443,Medium,Upi,Debit,Other
Local Services UPI/DR/181635326/Local Services,599.61,6.39794580542727,Small,Upi,Debit,Other
Cafe Coffee Day UPI/DR/826413906/Cafe Coffee Day,789.1,6.672159519728687,Medium,Upi,Debit,Food
Barbeque Nation UPI/Paytm/Barbeque Nation,1450.22,7.280159860963811,Medium,Upi,Debit,Food
Chaayos POS Purchase Chaayos,2035.14,7.618811137585375,Medium,Debit Card,Debit,Food
Rapido UPI/Paytm/Rapido,1438.37,7.271960796838998,Medium,Upi,Debit,Miscellaneous
Zomato POS Purchase Zomato,1582.98,7.367695946032033,Medium,Debit Card,Debit,Food
Lakme Salon UPI/Paytm/Lakme Salon,582.92,6.369763987143377,Small,Upi,Debit,Miscellaneous
Kirana Shop UPI/Kirana Shop,2059.61,7.630757334454642,Medium,Upi,Debit,Other
Reliance Fresh UPI/Paytm/Reliance Fresh,3989.58,8.291691862728193,Large,Upi,Debit,Groceries
Cafe Coffee Day UPI/Cafe Coffee Day,1673.02,7.422983198409353,Medium,Upi,Debit,Food
Street Food Vendor UPI/Street Food Vendor,236.18,5.468819346536649,Small,Upi,Debit,Other
Third Wave Coffee POS Purchase Third Wave Coffee,2200.39,7.696844258015151,Medium,Debit Card,Debit,Food
Myntra POS Purchase Myntra,14695.23,9.595346277289641,Large,Credit Card,Debit,Shopping
Jio Fiber Auto Debit Jio Fiber,1626.81,7.394990832134914,Medium,Auto Debit,Debit,Bills
BSNL NEFT BSNL,12332.43,9.420068740765373,Large,Neft,Debit,Bills
EMI Home Loan NEFT EMI Home Loan,24196.98,10.094024437586494,Large,Neft,Debit,Bills
EatClub POS Purchase EatClub,878.19,6.779001029048385,Medium,Debit Card,Debit,Food
Meesho POS Purchase Meesho,10731.0,9.280985211545515,Large,Net Banking,Debit,Shopping
Indian Oil POS Purchase Indian Oil,1086.41,6.991554000917466,Medium,Credit Card,Debit,Fuel
EatClub UPI/EatClub,1784.26,7.4873193418699096,Medium,Upi,Debit,Food
BSNL Auto Debit BSNL,2544.79,7.842196293390281,Medium,Auto Debit,Debit,Bills
DMart UPI/Paytm/DMart,1513.75,7.323005687825098,Medium,Upi,Debit,Groceries
Ace Hardware India UPI/Paytm/Ace Hardware India,2869.38,7.9621997041701915,Large,Upi,Debit,Miscellaneous
Credit Card Bill Payment UPI/Credit Card Bill Payment,380.37,5.943770032495302,Small,Upi,Debit,Bills
BEST Auto Debit BEST,9239.52,9.131353440108512,Large,Auto Debit,Debit,Bills
Starbucks India UPI/Starbucks India,1303.46,7.173544441017355,Medium,Upi,Debit,Food
Uber UPI/Uber,1311.85,7.17995562558321,Medium,Upi,Debit,Miscellaneous
Nature's Basket UPI/Paytm/Nature's Basket,959.53,6.8674852154532795,Medium,Upi,Debit,Groceries
Ace Hardware India POS Purchase Ace Hardware India,6201.61,8.732725450193058,Large,Debit Card,Debit,Miscellaneous
Local Services UPI/Local Services,401.67,5.998117367938082,Small,Upi,Debit,Other
HP Gas NEFT HP Gas,7677.62,8.946195122495984,Large,Neft,Debit,Bills
Adani Electricity Auto Debit Adani Electricity,3890.06,8.266436893066127,Large,Auto Debit,Debit,Bills
Municipal Water Department NEFT Municipal Water Department,576.28,6.358327417434204,Small,Neft,Debit,Bills
ICICI Lombard Insurance Premium ICICI Lombard,10905.22,9.297088547664721,Large,Auto Debit,Debit,Insurance
Airtel Auto Debit Airtel,4627.88,8.440070217169652,Large,Auto Debit,Debit,Bills
Credit Card Bill Payment Net Banking Credit Card Bill Payment,10943.49,9.300591412251846,Large,Net Banking,Debit,Bills
Netflix POS Purchase Netflix,1722.3,7.451996336287531,Medium,Credit Card,Debit,Entertainment
Domino's India UPI/Paytm/Domino's India,1060.58,6.967513643352967,Medium,Upi,Debit,Food
Tata Power Auto Debit Tata Power,756.77,6.630379909518995,Medium,Auto Debit,Debit,Bills
Bharat Gas Net Banking Bharat Gas,5434.32,8.600673675466984,Large,Net Banking,Debit,Bills
The Beer Cafe UPI/The Beer Cafe,1427.22,7.264184192657906,Medium,Upi,Debit,Food
Jio Fiber Auto Debit Jio Fiber,4237.23,8.351901008238125,Large,Auto Debit,Debit,Bills
EMI Home Loan NEFT EMI Home Loan,19660.23,9.886403955325013,Large,Neft,Debit,Bills
Airtel Net Banking Airtel,2938.9,7.986130846148809,Large,Net Banking,Debit,Bills
Zepto UPI/Zepto,1042.39,6.950230306490228,Medium,Upi,Debit,Groceries
HP Gas Net Banking HP Gas,2381.98,7.776107084281315,Medium,Net Banking,Debit,Bills
BSNL Auto Debit BSNL,3789.23,8.24018198225098,Large,Auto Debit,Debit,Bills
Jio Fiber Auto Debit Jio Fiber,6774.11,8.821010881778458,Large,Auto Debit,Debit,Bills
Apollo Pharmacy POS Purchase Apollo Pharmacy,2596.12,7.862158417757341,Medium,Debit Card,Debit,Miscellaneous
HP Gas NEFT HP Gas,10669.99,9.27528412349683,Large,Neft,Debit,Bills
BSNL Net Banking BSNL,8072.74,8.996372098764091,Large,Net Banking,Debit,Bills
BEST Auto Debit BEST,513.51,6.243214991431188,Small,Auto Debit,Debit,Bills
Indane Gas Auto Debit Indane Gas,3977.81,8.2887380585957,Large,Auto Debit,Debit,Bills
Flower Shop UPI/Paytm/Flower Shop,344.57,5.845195227606525,Small,Upi,Debit,Other
Nature's Basket POS Purchase Nature's Basket,4239.68,8.35247891272542,Large,Credit Card,Debit,Groceries
Jio Fiber Net Banking Jio Fiber,13347.43,9.499154053916365,Large,Net Banking,Debit,Bills
Nykaa POS Purchase Nykaa,3072.72,8.030643833417706,Large,Net Banking,Debit,Shopping
Tata Power Net Banking Tata Power,4492.21,8.410322647350267,Large,Net Banking,Debit,Bills
General Store UPI/DR/701741560/General Store,1775.05,7.482147076308976,Medium,Upi,Debit,Other
Airtel Net Banking Airtel,13076.9,9.47867906166287,Large,Net Banking,Debit,Bills
Meesho POS Purchase Meesho,3028.31,8.01609014979837,Large,Debit Card,Debit,Shopping
Spotify Auto Debit Spotify,494.09,6.204739564223586,Small,Auto Debit,Debit,Subscription
Local Wine & Beer Shop POS Purchase Local Wine & Beer Shop,1969.25,7.585915717233759,Medium,Debit Card,Debit,Food
Faasos POS Purchase Faasos,2681.54,7.894519385856866,Large,Credit Card,Debit,Food
House Rent Payment Net Banking House Rent Payment,24955.79,10.124901208443703,Large,Net Banking,Debit,Rent
Stationery Shop UPI/Paytm/Stationery Shop,1200.52,7.091342700897325,Medium,Upi,Debit,Other
Social POS Purchase Social,2886.76,7.968236394066438,Large,Debit Card,Debit,Food
Indian Oil UPI/Paytm/Indian Oil,2758.41,7.922772167743593,Large,Upi,Debit,Fuel
Indane Gas NEFT Indane Gas,8729.14,9.074536685360274,Large,Neft,Debit,Bills
Employer Salary Credit NEFT Salary Credit,141643.43,11.861075182212312,Large,Imps,Credit,Salary
HDFC Mutual Fund UPI/DR/595367749/HDFC Mutual Fund,5409.32,8.596063519813987,Large,Upi,Debit,Investment
Domino's India UPI/Domino's India,2274.89,7.730126463674052,Medium,Upi,Debit,Food
HP Gas Auto Debit HP Gas,7866.53,8.970499442086679,Large,Auto Debit,Debit,Bills
Airtel Digital TV Auto Debit Airtel Digital TV,353.84,5.8716669836523865,Small,Auto Debit,Debit,Subscription
Mutual Fund SIP UPI/Mutual Fund SIP,35059.0,10.464816158475225,Large,Upi,Debit,Investment
Barbeque Nation UPI/Paytm/Barbeque Nation,2902.26,7.9735895225356765,Large,Upi,Debit,Food
Employer Salary Credit NEFT Salary Credit,38976.83,10.570748301937803,Large,Imps,Credit,Salary
House Rent Payment NEFT House Rent Payment,42290.22,10.65233477847795,Large,Neft,Debit,Rent
Jio Fiber Auto Debit Jio Fiber,531.88,6.278296258104924,Small,Auto Debit,Debit,Bills
Flipkart UPI/DR/945876699/Flipkart,8574.74,9.056692565686829,Large,Upi,Debit,Shopping
EatClub POS Purchase EatClub,487.2,6.19072515795886,Small,Debit Card,Debit,Food
Faasos UPI/Paytm/Faasos,171.55,5.150687049544013,Small,Upi,Debit,Food
Starbucks India UPI/Paytm/Starbucks India,2601.03,7.864047188598606,Medium,Upi,Debit,Food
Indane Gas Net Banking Indane Gas,10834.39,9.290572907785064,Large,Net Banking,Debit,Bills
Income Tax Payment Net Banking Income Tax Payment,6311.99,8.750364694333424,Large,Net Banking,Debit,Bills
Myntra POS Purchase Myntra,5356.13,8.586183662900309,Large,Credit Card,Debit,Shopping
Burger King UPI/DR/105539736/Burger King,199.83,5.302458779048587,Small,Upi,Debit,Food
Meesho UPI/Meesho,4467.79,8.404872957451209,Large,Upi,Debit,Shopping
EMI Personal Loan Auto Debit EMI Personal Loan,23140.74,10.049393192389159,Large,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2876.47,7.964666714824921,Large,Auto Debit,Debit,Bills
KFC UPI/Paytm/KFC,2347.41,7.761493782399326,Medium,Upi,Debit,Food
Domino's India UPI/DR/958800276/Domino's India,313.48,5.750920481113605,Small,Upi,Debit,Food
Airtel Auto Debit Airtel,1086.99,6.992087236197178,Medium,Auto Debit,Debit,Bills
Third Wave Coffee UPI/DR/848321488/Third Wave Coffee,2119.65,7.659477924446311,Medium,Upi,Debit,Food
Ajio POS Purchase Ajio,10705.93,9.278646474357876,Large,Debit Card,Debit,Shopping
Meesho Cashback Meesho,2185.97,7.690272303161558,Medium,Net Banking,Credit,Shopping
ICICI Lombard Insurance Premium ICICI Lombard,8026.41,8.990617214440215,Large,Auto Debit,Debit,Insurance
Indane Gas Auto Debit Indane Gas,15215.25,9.630119214723805,Large,Auto Debit,Debit,Bills
Uber UPI/DR/355164255/Uber,925.93,6.83187805030904,Medium,Upi,Debit,Miscellaneous
Interest Credit Interest Credit Savings Account,1891.5,7.545653985311604,Medium,Neft,Credit,Salary
Flower Shop UPI/Flower Shop,2142.13,7.670022656256166,Medium,Upi,Debit,Other
BPCL UPI/BPCL,4193.81,8.34160332586129,Large,Upi,Debit,Fuel
Municipal Water Department Net Banking Municipal Water Department,12354.61,9.42186548992751,Large,Net Banking,Debit,Bills
IRCTC UPI/DR/956328583/IRCTC,1079.95,6.985595563100474,Medium,Upi,Debit,Miscellaneous
Ajio UPI/DR/695020389/Ajio,9189.88,9.125966967022196,Large,Upi,Debit,Shopping
HPCL POS Purchase HPCL,2979.29,7.999775890200852,Large,Debit Card,Debit,Fuel
BPCL POS Purchase BPCL,3092.94,8.037200638572644,Large,Debit Card,Debit,Fuel
Meesho POS Purchase Meesho,12378.24,9.423776155016544,Large,Credit Card,Debit,Shopping
Tata Play UPI/Tata Play,302.67,5.715941585480011,Small,Upi,Debit,Subscription
Indian Oil UPI/Paytm/Indian Oil,3216.23,8.076276019865213,Large,Upi,Debit,Fuel
Flower Shop UPI/Flower Shop,2011.45,7.607108164263586,Medium,Upi,Debit,Other
McDonald's India UPI/Paytm/McDonald's India,2705.36,7.9033598375760175,Large,Upi,Debit,Food
Interest Credit Interest Credit Savings Account,1092.59,6.997221141256739,Medium,Neft,Credit,Salary
Disney+ Hotstar POS Purchase Disney+ Hotstar,484.46,6.185096895047804,Small,Debit Card,Debit,Entertainment
Amazon India POS Purchase Amazon India,13136.18,9.483201657134032,Large,Debit Card,Debit,Shopping
Local Wine & Beer Shop POS Purchase Local Wine & Beer Shop,1249.72,7.13147466447202,Medium,Credit Card,Debit,Food
Apollo Pharmacy UPI/Apollo Pharmacy,1350.77,7.209170123787947,Medium,Upi,Debit,Miscellaneous
Cafe Coffee Day UPI/DR/637565427/Cafe Coffee Day,2529.59,7.836207756115332,Medium,Upi,Debit,Food
The Beer Cafe UPI/The Beer Cafe,1223.96,7.11066346938448,Medium,Upi,Debit,Food
Social POS Purchase Social,576.49,6.358691126228709,Small,Debit Card,Debit,Food
Income Tax Payment Net Banking Income Tax Payment,35971.61,10.490513094524342,Large,Net Banking,Debit,Bills
Zepto UPI/DR/295130056/Zepto,1436.71,7.270806848958367,Medium,Upi,Debit,Groceries
Third Wave Coffee UPI/Third Wave Coffee,2085.97,7.643468532273356,Medium,Upi,Debit,Food
Tata 1mg POS Purchase Tata 1mg,12521.77,9.43530386618919,Large,Credit Card,Debit,Miscellaneous
Bakery UPI/Paytm/Bakery,1380.08,7.2306210807684,Medium,Upi,Debit,Other
Nature's Basket UPI/DR/501537013/Nature's Basket,3874.71,8.262484150810101,Large,Upi,Debit,Groceries
General Store UPI/DR/753278884/General Store,802.21,6.688616199059165,Medium,Upi,Debit,Other
Starbucks India POS Purchase Starbucks India,976.43,6.884926678042116,Medium,Credit Card,Debit,Food
Street Vendor UPI/Paytm/Street Vendor,913.98,6.818902207113136,Medium,Upi,Debit,Other
Zepto UPI/DR/146641502/Zepto,504.04,6.22463763405937,Small,Upi,Debit,Groceries
Disney+ Hotstar Auto Debit Disney+ Hotstar,610.99,6.416715942509548,Small,Auto Debit,Debit,Subscription
Ajio POS Purchase Ajio,6462.26,8.773889113449554,Large,Debit Card,Debit,Shopping
Domino's India UPI/Domino's India,2431.62,7.7967241448063795,Medium,Upi,Debit,Food
Netflix UPI/Paytm/Netflix,1990.41,7.596598209534225,Medium,Upi,Debit,Entertainment
Chaayos UPI/Chaayos,1055.21,6.962442308131819,Medium,Upi,Debit,Food
Income Tax Payment Net Banking Income Tax Payment,33050.87,10.405833424617164,Large,Net Banking,Debit,Bills
Flipkart UPI/DR/121271982/Flipkart,4377.33,8.384422652126537,Large,Upi,Debit,Shopping
Faasos POS Purchase Faasos,1672.01,7.422379678255272,Medium,Debit Card,Debit,Food
HPCL POS Purchase HPCL,4169.38,8.335762437739346,Large,Debit Card,Debit,Fuel
ATM ATM Cash Withdrawal,1182.18,7.075961007940678,Medium,Cash Withdrawal,Debit,Other
Amazon India POS Purchase Amazon India,2825.3,7.946723714722732,Large,Credit Card,Debit,Shopping
BSNL Auto Debit BSNL,14631.57,9.591005145025452,Large,Auto Debit,Debit,Bills
BPCL POS Purchase BPCL,3432.01,8.141192706357614,Large,Debit Card,Debit,Fuel
Airtel Auto Debit Airtel,12786.58,9.456229666349795,Large,Auto Debit,Debit,Bills
EatClub POS Purchase EatClub,408.84,6.015766839630947,Small,Debit Card,Debit,Food
Ajio UPI/Ajio,3835.13,8.25221932489729,Large,Upi,Debit,Shopping
Netflix UPI/Netflix,655.69,6.487212065427567,Small,Credit Card,Debit,Subscription
Indian Oil POS Purchase Indian Oil,1313.67,7.181340962548159,Medium,Debit Card,Debit,Fuel
Kirana Shop UPI/Paytm/Kirana Shop,1127.12,7.02830780937846,Medium,Upi,Debit,Other
Bakery UPI/DR/273265999/Bakery,641.16,6.464837493823321,Small,Upi,Debit,Other
Blinkit UPI/Paytm/Blinkit,4358.67,8.3801516454052,Large,Upi,Debit,Groceries
Jio Fiber Auto Debit Jio Fiber,8267.24,9.020176947956564,Large,Auto Debit,Debit,Bills
Income Tax Payment Auto Debit Income Tax Payment,7596.47,8.935570576115827,Large,Auto Debit,Debit,Bills
Municipal Water Department Auto Debit Municipal Water Department,6597.06,8.794530945411926,Large,Auto Debit,Debit,Bills
Zomato UPI/Zomato,342.87,5.840263678971818,Small,Upi,Debit,Food
Municipal Water Department Net Banking Municipal Water Department,12905.02,9.465449148161406,Large,Net Banking,Debit,Bills
Home Depot India UPI/DR/378965689/Home Depot India,1170.69,7.066202430029855,Medium,Upi,Debit,Miscellaneous
EMI Personal Loan Auto Debit EMI Personal Loan,8642.19,9.06452700661873,Large,Auto Debit,Debit,Bills
Nature's Basket POS Purchase Nature's Basket,2850.43,7.95557590181202,Large,Debit Card,Debit,Groceries
BEST Auto Debit BEST,12692.45,9.448841391371424,Large,Auto Debit,Debit,Bills
Pet Shop UPI/Paytm/Pet Shop,100.46,4.6196646321385435,Small,Upi,Debit,Other
Amazon India Refund Amazon India,1995.46,7.599130891241214,Medium,Net Banking,Credit,Shopping
Flipkart Cashback Flipkart,497.26,6.21112202913736,Small,Upi,Credit,Shopping
HP Gas Net Banking HP Gas,10523.24,9.261436446917257,Large,Net Banking,Debit,Bills
Jio Auto Debit Jio,1498.14,7.312646889338565,Medium,Auto Debit,Debit,Bills
Disney+ Hotstar UPI/Paytm/Disney+ Hotstar,293.29,5.684565675729068,Small,Credit Card,Debit,Subscription
Indane Gas Auto Debit Indane Gas,5469.5,8.607125298916845,Large,Auto Debit,Debit,Bills
Misc Vendor UPI/DR/131081879/Misc Vendor,1394.8,7.241223006583051,Medium,Upi,Debit,Other
DMart POS Purchase DMart,4368.21,8.382337493715282,Large,Debit Card,Debit,Groceries
HP Gas Auto Debit HP Gas,14817.74,9.603647874992737,Large,Auto Debit,Debit,Bills
HDFC Ergo Net Banking Insurance Premium HDFC Ergo,48355.87,10.786363579722615,Large,Net Banking,Debit,Insurance
EMI Personal Loan Auto Debit EMI Personal Loan,13581.4,9.516530115983704,Large,Auto Debit,Debit,Bills
Tata Power Auto Debit Tata Power,3095.39,8.037992195768439,Large,Auto Debit,Debit,Bills
Bakery UPI/DR/488566940/Bakery,147.21,4.998630186968824,Small,Upi,Debit,Other
Netflix Auto Debit Netflix,623.54,6.437015378755432,Small,Auto Debit,Debit,Subscription
BPCL POS Purchase BPCL,1579.08,7.365230757650602,Medium,Debit Card,Debit,Fuel
Mutual Fund SIP UPI/Paytm/Mutual Fund SIP,20762.03,9.940929280386836,Large,Upi,Debit,Investment
ICICI Prudential MF SIP Investment ICICI Prudential MF,46386.55,10.744786383244856,Large,Auto Debit,Debit,Investment
Flipkart POS Purchase Flipkart,9653.96,9.175227051922908,Large,Debit Card,Debit,Shopping
HDFC Mutual Fund UPI/HDFC Mutual Fund,33562.04,10.421180740507262,Large,Upi,Debit,Investment
Jio Fiber Net Banking Jio Fiber,11900.19,9.384393674099954,Large,Net Banking,Debit,Bills
Faasos UPI/Faasos,1055.6,6.962811484730215,Medium,Upi,Debit,Food
Local Wine & Beer Shop UPI/DR/622881542/Local Wine & Beer Shop,1169.21,7.064938498865392,Medium,Upi,Debit,Food
KFC UPI/KFC,2946.86,7.988834762357941,Large,Upi,Debit,Food
Employer Salary Credit NEFT Salary Credit,222120.88,12.310981519213115,Large,Neft,Credit,Salary
Nature's Basket POS Purchase Nature's Basket,3235.69,8.082306481654097,Large,Debit Card,Debit,Groceries
ICICI Prudential MF UPI/ICICI Prudential MF,38529.53,10.55920619304078,Large,Upi,Debit,Investment
Reliance Fresh UPI/DR/580035742/Reliance Fresh,4405.09,8.390742953844542,Large,Upi,Debit,Groceries
Mutual Fund SIP UPI/Mutual Fund SIP,13353.71,9.499624410594702,Large,Upi,Debit,Investment
EatClub POS Purchase EatClub,1250.0,7.1316985104669115,Medium,Debit Card,Debit,Food
Blinkit UPI/Paytm/Blinkit,977.17,6.885683479060033,Medium,Upi,Debit,Groceries
HP Gas Auto Debit HP Gas,7331.45,8.900064981871656,Large,Auto Debit,Debit,Bills
Indian Oil FASTag Recharge,3867.32,8.26057558324431,Large,Upi,Debit,Fuel
Local Store UPI/DR/324422284/Local Store,1616.88,7.388871929231442,Medium,Upi,Debit,Other
Pet Shop UPI/DR/986171278/Pet Shop,1090.52,6.995326499230281,Medium,Upi,Debit,Other
BigBasket UPI/Paytm/BigBasket,4793.42,8.475208020668731,Large,Upi,Debit,Groceries
Nature's Basket UPI/DR/993027458/Nature's Basket,4966.93,8.510758533336913,Large,Upi,Debit,Groceries
Zepto UPI/Zepto,3205.33,8.07288225987486,Large,Upi,Debit,Groceries
Fruit Vendor UPI/Paytm/Fruit Vendor,346.29,5.850160165785241,Small,Upi,Debit,Other
Starbucks India UPI/DR/347538338/Starbucks India,2679.74,7.8938481547939405,Large,Upi,Debit,Food
Nykaa POS Purchase Nykaa,3720.1,8.221774602481613,Large,Credit Card,Debit,Shopping
EMI Home Loan NEFT EMI Home Loan,18129.88,9.805371840905202,Large,Neft,Debit,Bills
Adani Electricity UPI/Adani Electricity,15625.29,9.656710031196713,Large,Upi,Debit,Bills
Starbucks India UPI/Paytm/Starbucks India,1306.21,7.175650374015278,Medium,Upi,Debit,Food
Indian Oil POS Purchase Indian Oil,4182.5,8.338903495735654,Large,Debit Card,Debit,Fuel
The Beer Cafe UPI/The Beer Cafe,1405.31,7.2487245317092,Medium,Upi,Debit,Food
KFC UPI/KFC,1460.12,7.286958543901376,Medium,Upi,Debit,Food
Amazon India POS Purchase Amazon India,4575.22,8.428628608827053,Large,Debit Card,Debit,Shopping
Local Services UPI/Paytm/Local Services,609.34,6.4140161789396455,Small,Upi,Debit,Other
Unknown Merchant UPI/Unknown Merchant,1889.59,7.544644228651156,Medium,Upi,Debit,Other
Nature's Basket POS Purchase Nature's Basket,343.86,5.843138537571986,Small,Debit Card,Debit,Groceries
Misc Vendor UPI/Paytm/Misc Vendor,1634.85,7.399917825917614,Medium,Upi,Debit,Other
BPCL UPI/Paytm/BPCL,1926.67,7.564067298694908,Medium,Upi,Debit,Fuel
Indian Oil POS Purchase Indian Oil,2641.52,7.879488286306101,Medium,Debit Card,Debit,Fuel
Municipal Water Department Auto Debit Municipal Water Department,11156.98,9.319910215967948,Large,Auto Debit,Debit,Bills
Local Store UPI/Local Store,1244.61,7.127380648747035,Medium,Upi,Debit,Other
Jio Auto Debit Jio,12443.16,9.429006715536927,Large,Auto Debit,Debit,Bills
Blinkit POS Purchase Blinkit,3280.29,8.095991916741822,Large,Credit Card,Debit,Groceries
Indane Gas UPI/Indane Gas,843.19,6.738377587744006,Medium,Upi,Debit,Bills
Meesho POS Purchase Meesho,5346.54,8.584391921059487,Large,Credit Card,Debit,Shopping
Swiggy POS Purchase Swiggy,2720.86,7.909070749118679,Large,Credit Card,Debit,Food
Jio Fiber Net Banking Jio Fiber,13266.13,9.493044826617684,Large,Net Banking,Debit,Bills
Ajio POS Purchase Ajio,3953.65,8.282647380710568,Large,Net Banking,Debit,Shopping
Local Wine & Beer Shop POS Purchase Local Wine & Beer Shop,2445.53,7.802425973069691,Medium,Debit Card,Debit,Food
Bajaj Allianz Net Banking Insurance Premium Bajaj Allianz,36880.21,10.515457486242951,Large,Net Banking,Debit,Insurance
Reliance Fresh UPI/Reliance Fresh,468.93,6.152583747441799,Small,Upi,Debit,Groceries
Zomato UPI/Paytm/Zomato,494.55,6.205668256852717,Small,Upi,Debit,Food
Zepto POS Purchase Zepto,1211.16,7.100159171117604,Medium,Credit Card,Debit,Groceries
Tata Play Auto Debit Tata Play,620.56,6.432232446918533,Small,Auto Debit,Debit,Subscription
Indian Oil POS Purchase Indian Oil,4507.47,8.413713128820008,Large,Debit Card,Debit,Fuel
EMI Home Loan Net Banking EMI Home Loan,16777.16,9.727833319658302,Large,Net Banking,Debit,Bills
Cafe Coffee Day POS Purchase Cafe Coffee Day,501.16,6.2189187940092765,Small,Credit Card,Debit,Food
Meesho Cashback Meesho,4244.2,8.353544211887668,Large,Net Banking,Credit,Shopping
Tata Power Net Banking Tata Power,4586.01,8.430983674668918,Large,Net Banking,Debit,Bills
Zomato UPI/DR/557523905/Zomato,986.62,6.895298008379784,Medium,Upi,Debit,Food
Municipal Water Department UPI/Paytm/Municipal Water Department,821.92,6.71285899060603,Medium,Upi,Debit,Bills
Faasos POS Purchase Faasos,1125.4,7.026781985403778,Medium,Debit Card,Debit,Food
PharmEasy UPI/Paytm/PharmEasy,1377.28,7.228591623966077,Medium,Upi,Debit,Miscellaneous
BookMyShow POS Purchase BookMyShow,1052.02,6.959417505305931,Medium,Credit Card,Debit,Entertainment
Ajio UPI/Ajio,10338.25,9.243702611582584,Large,Upi,Debit,Shopping
EMI Home Loan Auto Debit EMI Home Loan,16646.81,9.720033955226027,Large,Auto Debit,Debit,Bills
Tata Power Net Banking Tata Power,4122.24,8.324394541053993,Large,Net Banking,Debit,Bills
Tata Power Auto Debit Tata Power,5801.17,8.665987264493403,Large,Auto Debit,Debit,Bills
Pet Shop UPI/DR/552062605/Pet Shop,519.38,6.254559313924419,Small,Upi,Debit,Other
KFC UPI/DR/412527533/KFC,1783.18,7.486714204911196,Medium,Upi,Debit,Food
BEST Auto Debit BEST,3473.05,8.15307633932845,Large,Auto Debit,Debit,Bills
EMI Personal Loan Net Banking EMI Personal Loan,23396.43,10.060381466254311,Large,Net Banking,Debit,Bills
BPCL FASTag Recharge,4009.1,8.296571457645538,Large,Upi,Debit,Fuel
Domino's India UPI/Paytm/Domino's India,2113.38,7.656516904297178,Medium,Upi,Debit,Food
HP Gas Net Banking HP Gas,8779.03,9.080235103479817,Large,Net Banking,Debit,Bills
Municipal Water Department Auto Debit Municipal Water Department,15112.66,9.623354249628282,Large,Auto Debit,Debit,Bills
Adani Electricity Auto Debit Adani Electricity,6106.02,8.71719420814818,Large,Auto Debit,Debit,Bills
Street Food Vendor UPI/DR/728381921/Street Food Vendor,271.89,5.609068783583762,Small,Upi,Debit,Other
Amazon Prime UPI/Paytm/Amazon Prime,863.68,6.762359496289852,Medium,Upi,Debit,Entertainment
EMI Home Loan NEFT EMI Home Loan,16697.87,9.72309633144483,Large,Neft,Debit,Bills
Spotify UPI/Paytm/Spotify,695.68,6.5463261948635845,Medium,Credit Card,Debit,Subscription
Jio Fiber Net Banking Jio Fiber,13761.12,9.529675169387248,Large,Net Banking,Debit,Bills
Fruit Vendor UPI/Fruit Vendor,1617.49,7.3892488947868165,Medium,Upi,Debit,Other
EMI Home Loan UPI/Paytm/EMI Home Loan,14957.84,9.613057708415127,Large,Upi,Debit,Bills
Dish TV UPI/Paytm/Dish TV,695.69,6.546340548552841,Medium,Upi,Debit,Subscription
Indane Gas NEFT Indane Gas,10001.17,9.210557348435088,Large,Neft,Debit,Bills
BPCL POS Purchase BPCL,819.03,6.709340924954924,Medium,Credit Card,Debit,Fuel
BEST Auto Debit BEST,9460.08,9.15494182043447,Large,Auto Debit,Debit,Bills
BSNL Auto Debit BSNL,759.45,6.633910363318378,Medium,Auto Debit,Debit,Bills
Faasos POS Purchase Faasos,810.07,6.698354363584232,Medium,Credit Card,Debit,Food
Jio Fiber Net Banking Jio Fiber,8128.38,9.003239938871248,Large,Net Banking,Debit,Bills
DMart UPI/Paytm/DMart,3012.84,8.01097029217682,Large,Upi,Debit,Groceries
DMart UPI/Paytm/DMart,2088.43,7.644646580489283,Medium,Upi,Debit,Groceries
SBI Mutual Fund SIP Investment SBI Mutual Fund,2485.4,7.8185911601733284,Medium,Auto Debit,Debit,Investment
BigBasket POS Purchase BigBasket,1679.4,7.426787139295227,Medium,Credit Card,Debit,Groceries
DMart UPI/DR/581223755/DMart,740.27,6.608364931398195,Medium,Upi,Debit,Groceries
Bharat Gas NEFT Bharat Gas,11960.91,9.38948271375075,Large,Neft,Debit,Bills
Amazon India UPI/Paytm/Amazon India,12420.5,9.427184121141865,Large,Upi,Debit,Shopping
Mutual Fund SIP SIP Investment Mutual Fund SIP,7553.53,8.929902662315039,Large,Auto Debit,Debit,Investment
Jio UPI/Paytm/Jio,9259.35,9.13349712390218,Large,Upi,Debit,Bills
HPCL UPI/DR/227051781/HPCL,3226.64,8.079506499006989,Large,Upi,Debit,Fuel
Third Wave Coffee UPI/DR/110197828/Third Wave Coffee,526.53,6.268205735770983,Small,Upi,Debit,Food
Third Wave Coffee UPI/DR/420632895/Third Wave Coffee,2808.16,7.940640785254258,Large,Upi,Debit,Food
Employer Salary Credit NEFT Salary Credit,202071.67,12.216382664163184,Large,Imps,Credit,Salary
Amazon Prime UPI/DR/425545658/Amazon Prime,432.85,6.0726988522394985,Small,Upi,Debit,Entertainment
HP Gas Net Banking HP Gas,7370.08,8.905319514474579,Large,Net Banking,Debit,Bills
Third Wave Coffee POS Purchase Third Wave Coffee,228.86,5.437470427940613,Small,Debit Card,Debit,Food
