merchant,amount,category
BEST,6898.52,Bills
Nature's Basket,3659.34,Groceries
Tata Play,539.49,Subscription
The Beer Cafe,2274.2,Food
Jio,14838.04,Bills
Cafe Coffee Day,675.35,Food
Kirana Shop,1553.18,Other
EMI Home Loan,15314.63,Bills
Swiggy,798.51,Food
Amazon Prime,812.66,Subscription
DMart,457.98,Groceries
Indane Gas,14262.23,Bills
Tata Power,10984.35,Bills
Social,2914.7,Food
HPCL,3892.55,Fuel
Zepto,839.41,Groceries
Adani Electricity,11059.08,Bills
Jio Fiber,15567.58,Bills
Zomato,1443.8,Food
Nykaa,2705.51,Shopping
Tata Power,14753.88,Bills
Tata Power,2625.7,Bills
DMart,4297.7,Groceries
Local Wine & Beer Shop,1743.85,Food
Street Food Vendor,85.53,Other
BigBasket,1770.06,Groceries
Reliance Fresh,2377.9,Groceries
Starbucks India,2462.91,Food
EatClub,1348.79,Food
Tata Power,3238.98,Bills
DMart,4090.1,Groceries
Myntra,646.9,Shopping
KFC,361.29,Food
Indian Oil,495.86,Fuel
Indian Oil,1437.08,Fuel
Zepto,1735.96,Groceries
Unknown Merchant,484.78,Other
Myntra,13438.39,Shopping
Reliance Fresh,1364.53,Groceries
Ace Hardware India,5979.02,Miscellaneous
Blinkit,556.78,Groceries
Myntra,3585.32,Shopping
HP Gas,6715.57,Bills
ICICI Lombard,42421.71,Insurance
Jio,15539.69,Bills
Jio Fiber,3093.39,Bills
Income Tax Payment,3194.31,Bills
Jio,10672.19,Bills
Jio,13211.3,Bills
EMI Personal Loan,24781.18,Bills
HP Gas,664.84,Bills
Myntra,6038.12,Shopping
Adani Electricity,14256.9,Bills
BookMyShow,1805.33,Entertainment
Netflix,1842.41,Entertainment
Income Tax Payment,7706.42,Bills
Kirana Shop,540.57,Other
Flipkart,5693.36,Shopping
Income Tax Payment,22191.48,Bills
HP Gas,13147.28,Bills
Indane Gas,8748.89,Bills
BookMyShow,1422.28,Entertainment
Dish TV,662.29,Subscription
Jio Fiber,4878.72,Bills
Chaayos,893.11,Food
Local Barbershop,210.91,Miscellaneous
Jio Fiber,11305.77,Bills
Adani Electricity,11853.56,Bills
Credit Card Bill Payment,11023.61,Bills
BEST,14847.81,Bills
Apollo Pharmacy,2839.38,Miscellaneous
HP Gas,14210.47,Bills
EatClub,1632.55,Food
EMI Home Loan,5455.05,Bills
Tata Power,2631.55,Bills
Jio,3795.47,Bills
LIC,37983.29,Insurance
Municipal Water Department,10107.86,Bills
Local Wine & Beer Shop,2693.37,Food
Meesho,11829.17,Shopping
Indian Oil,2930.35,Fuel
ICICI Prudential MF,48875.36,Investment
House Rent Payment,14993.98,Rent
Netflix,513.51,Entertainment
Tata 1mg,2969.41,Miscellaneous
DMart,1715.95,Groceries
House Rent Payment,35207.19,Rent
Nykaa,5843.63,Shopping
Employer Salary Credit,103650.59,Salary
Interest Credit,284.25,Salary
EMI Personal Loan,24324.66,Bills
Employer Salary Credit,98319.03,Salary
Unknown Merchant,191.23,Other
Chaayos,1901.59,Food
House Rent Payment,32283.24,Rent
Street Food Vendor,208.99,Other
Employer Salary Credit,122159.85,Salary
Swiggy,1818.41,Food
House Rent Payment,29378.56,Rent
Income Tax Payment,8126.41,Bills
ATM,760.29,Other
Disney+ Hotstar,1332.01,Entertainment
BigBasket,4932.56,Groceries
Zomato,2235.58,Food
Uber,1815.54,Miscellaneous
Social,1799.78,Food
Zepto,4088.16,Groceries
Burger King,967.59,Food
Indian Oil,4923.29,Fuel
PharmEasy,12191.82,Miscellaneous
Reliance Fresh,4845.07,Groceries
Local Wine & Beer Shop,2283.76,Food
BEST,704.39,Bills
Zomato,1134.62,Food
Indian Oil,4174.45,Fuel
Bharat Gas,7798.19,Bills
Airtel Digital TV,286.85,Subscription
KFC,1914.72,Food
DMart,753.71,Groceries
Adani Electricity,10795.3,Bills
ATM,3095.86,Other
Credit Card Bill Payment,15571.58,Bills
Blinkit,1311.45,Groceries
Bharat Gas,3339.94,Bills
Indian Oil,2222.08,Fuel
EatClub,2034.66,Food
Cafe Coffee Day,1801.91,Food
Reliance Fresh,2309.44,Groceries
Social,700.06,Food
Disney+ Hotstar,1075.24,Entertainment
Bharat Gas,2320.91,Bills
Blinkit,2365.7,Groceries
Social,2611.04,Food
Zepto,4436.74,Groceries
Domino's India,1520.36,Food
Nature's Basket,4252.27,Groceries
Misc Vendor,931.13,Other
HPCL,4972.45,Fuel
Airtel,14194.56,Bills
BigBasket,2195.08,Groceries
Mobile Repair,413.34,Other
Amazon India,9392.73,Shopping
Zepto,2938.98,Groceries
Burger King,2426.16,Food
Reliance Fresh,4703.07,Groceries
Income Tax Payment,12205.36,Bills
ATM,3689.45,Other
EatClub,1439.07,Food
Stationery Shop,2396.13,Other
BigBasket,4839.36,Groceries
Barbeque Nation,466.74,Food
Airtel,11349.5,Bills
Tata Power,2196.11,Bills
Tata Power,9134.3,Bills
Jio Fiber,1837.47,Bills
Reliance Fresh,4504.4,Groceries
BEST,2039.25,Bills
ATM,3502.46,Other
Reliance Fresh,4978.56,Groceries
Indane Gas,9318.66,Bills
Flipkart,4166.44,Shopping
Jio Fiber,12497.61,Bills
Credit Card Bill Payment,10853.51,Bills
Jio,6198.08,Bills
BEST,4610.78,Bills
Municipal Water Department,8149.04,Bills
Indane Gas,8289.76,Bills
Tata Power,13959.33,Bills
Municipal Water Department,6584.46,Bills
HP Gas,2789.63,Bills
Adani Electricity,7462.28,Bills
Nature's Basket,1716.48,Groceries
Adani Electricity,5397.44,Bills
Ajio,9207.49,Shopping
Employer Salary Credit,79766.06,Salary
House Rent Payment,35917.83,Rent
Jio Fiber,13812.9,Bills
Myntra,7835.39,Shopping
BSNL,3744.96,Bills
Employer Salary Credit,94651.28,Salary
Reliance Fresh,2049.21,Groceries
Stationery Shop,1945.59,Other
BPCL,3157.15,Fuel
HPCL,1897.41,Fuel
SBI Mutual Fund,27993.87,Investment
Blinkit,3975.21,Groceries
Ace Hardware India,6938.25,Miscellaneous
General Store,1777.69,Other
Nature's Basket,3680.96,Groceries
Chaayos,2367.2,Food
Third Wave Coffee,1032.42,Food
HPCL,2060.4,Fuel
HDFC Ergo,24320.46,Insurance
Laundry,1394.48,Other
Municipal Water Department,5930.75,Bills
Jio,2019.51,Bills
Income Tax Payment,25860.21,Bills
Reliance Fresh,2334.24,Groceries
Home Depot India,92.01,Miscellaneous
Chaayos,2003.52,Food
HPCL,1269.38,Fuel
Flipkart,8235.19,Shopping
The Beer Cafe,261.49,Food
Spotify,347.02,Subscription
Starbucks India,1982.15,Food
Pet Shop,1155.83,Other
Tata Power,15376.84,Bills
Nykaa,10396.72,Shopping
Airtel,6283.57,Bills
Tailor,360.03,Other
Laundry,953.12,Other
Amazon India,5646.41,Shopping
Third Wave Coffee,1793.43,Food
BookMyShow,1786.87,Entertainment
Indane Gas,10791.08,Bills
Meesho,7002.46,Shopping
Uber,2694.69,Miscellaneous
EatClub,404.11,Food
DMart,1704.01,Groceries
ATM,3890.43,Other
BSNL,15707.89,Bills
Zomato,2088.5,Food
Indian Oil,1327.96,Fuel
EMI Home Loan,6010.01,Bills
BigBasket,2084.99,Groceries
Cafe Coffee Day,2423.9,Food
BigBasket,327.07,Groceries
The Beer Cafe,2787.47,Food
Street Food Vendor,252.62,Other
Local Services,2124.09,Other
Blinkit,3156.44,Groceries
Stationery Shop,1547.64,Other
Bharat Gas,471.06,Bills
Third Wave Coffee,1951.12,Food
PharmEasy,1466.73,Miscellaneous
Cafe Coffee Day,306.16,Food
HDFC Ergo,5629.04,Insurance
Reliance Fresh,3277.35,Groceries
General Store,1438.68,Other
EMI Personal Loan,4375.58,Bills
LIC,17904.66,Insurance
HPCL,3657.34,Fuel
Ajio,7933.98,Shopping
BPCL,2798.39,Fuel
Indian Oil,2322.44,Fuel
Cafe Coffee Day,2981.9,Food
Reliance Fresh,420.52,Groceries
Blinkit,1439.61,Groceries
Airtel,13456.46,Bills
Ajio,1273.55,Shopping
Indane Gas,9912.34,Bills
Local Barbershop,2400.61,Miscellaneous
Income Tax Payment,9503.88,Bills
Jio,10530.67,Bills
Third Wave Coffee,1413.29,Food
Jio,2770.87,Bills
BEST,15742.03,Bills
Starbucks India,2494.39,Food
Reliance Fresh,3866.25,Groceries
Jio,8215.42,Bills
Jio Fiber,10658.14,Bills
Spotify,300.93,Subscription
EMI Personal Loan,9351.26,Bills
Indian Oil,1106.96,Fuel
HP Gas,11048.44,Bills
BEST,11740.33,Bills
HP Gas,1977.19,Bills
Local Services,318.98,Other
Local Wine & Beer Shop,2326.75,Food
EMI Personal Loan,20176.75,Bills
EMI Home Loan,16160.96,Bills
Uber,1682.93,Miscellaneous
Bharat Gas,10664.92,Bills
BSNL,13382.34,Bills
Reliance Fresh,2200.16,Groceries
Indane Gas,7202.96,Bills
Spotify,549.81,Subscription
Disney+ Hotstar,831.42,Subscription
BigBasket,927.36,Groceries
EMI Personal Loan,16629.58,Bills
ATM,4785.0,Other
SBI Mutual Fund,7945.64,Investment
Employer Salary Credit,82756.63,Salary
Street Food Vendor,293.72,Other
Employer Salary Credit,148020.81,Salary
Indian Oil,3211.6,Fuel
Disney+ Hotstar,458.78,Entertainment
Interest Credit,1155.43,Salary
EatClub,1326.98,Food
PharmEasy,461.52,Miscellaneous
Employer Salary Credit,47528.1,Salary
House Rent Payment,45770.84,Rent
Bharat Gas,8634.69,Bills
Amazon Prime,1514.13,Entertainment
Jio Fiber,14062.72,Bills
BookMyShow,1936.38,Entertainment
Airtel,7419.23,Bills
Interest Credit,655.16,Salary
BPCL,4507.05,Fuel
EatClub,767.02,Food
Local Hardware Store,5798.73,Miscellaneous
BookMyShow,1604.52,Entertainment
EMI Personal Loan,22342.09,Bills
Adani Electricity,15589.49,Bills
Myntra,4781.87,Shopping
McDonald's India,2562.17,Food
Spotify,811.26,Subscription
BPCL,963.75,Fuel
Income Tax Payment,29671.17,Bills
Tata Play,719.7,Subscription
Indian Oil,1336.37,Fuel
Jio Fiber,9274.23,Bills
KFC,1517.56,Food
Myntra,5915.14,Shopping
HP Gas,2600.62,Bills
Tata 1mg,2898.58,Miscellaneous
Faasos,2062.04,Food
HP Gas,4661.64,Bills
Flipkart,6564.52,Shopping
Faasos,712.47,Food
Starbucks India,2692.07,Food
Netflix,730.15,Entertainment
Airtel Digital TV,760.16,Subscription
DMart,3680.25,Groceries
Home Depot India,2686.17,Miscellaneous
Cafe Coffee Day,312.45,Food
BEST,4202.84,Bills
Nykaa,1720.03,Shopping
Nature's Basket,621.76,Groceries
Ajio,13932.55,Shopping
ATM,4180.85,Other
HDFC Ergo,18171.0,Insurance
EatClub,716.84,Food
Spotify,341.12,Subscription
Swiggy,761.51,Food
Netflix,1386.53,Entertainment
Adani Electricity,5624.76,Bills
Credit Card Bill Payment,10176.84,Bills
Credit Card Bill Payment,2674.14,Bills
BEST,681.85,Bills
EMI Home Loan,19672.61,Bills
Swiggy,1410.31,Food
Jio Fiber,13338.65,Bills
Jio,2445.77,Bills
Jio,13759.86,Bills
Dish TV,693.39,Subscription
EMI Personal Loan,11951.98,Bills
Indane Gas,2359.42,Bills
Swiggy,904.09,Food
Mobile Repair,2020.95,Other
BEST,9739.87,Bills
BSNL,5934.78,Bills
Income Tax Payment,3553.01,Bills
BEST,14743.22,Bills
HP Gas,11812.24,Bills
Adani Electricity,11464.4,Bills
Tata Power,306.47,Bills
HPCL,3873.07,Fuel
Jio,6380.31,Bills
Swiggy,1363.37,Food
Jio Fiber,11478.72,Bills
Income Tax Payment,6325.86,Bills
BSNL,11631.68,Bills
Local Hardware Store,5551.58,Miscellaneous
Zepto,1698.48,Groceries
House Rent Payment,18194.25,Rent
House Rent Payment,16716.97,Rent
Jio,12118.25,Bills
Airtel,15122.41,Bills
Ace Hardware India,1582.11,Miscellaneous
Mutual Fund SIP,7465.22,Investment
Indian Oil,4197.65,Fuel
Social,2423.4,Food
Income Tax Payment,15720.84,Bills
Airtel Digital TV,798.45,Subscription
Employer Salary Credit,238163.14,Salary
Nature's Basket,573.37,Groceries
Tata Play,456.84,Subscription
Tailor,42.45,Other
Myntra,6436.47,Shopping
Amazon India,14282.7,Shopping
Third Wave Coffee,2251.94,Food
Airtel,12728.27,Bills
The Beer Cafe,1012.16,Food
EatClub,463.83,Food
Amazon India,10256.64,Shopping
Local Store,711.32,Other
EMI Home Loan,19842.03,Bills
Jio,12136.2,Bills
Meesho,8227.89,Shopping
Dish TV,526.91,Subscription
Ajio,14727.2,Shopping
HPCL,4042.33,Fuel
Nykaa,1156.91,Shopping
Amazon India,1774.75,Shopping
Credit Card Bill Payment,413.74,Bills
ATM,1104.96,Other
Fruit Vendor,420.95,Other
BPCL,4858.59,Fuel
Myntra,3841.56,Shopping
McDonald's India,1351.7,Food
Social,866.25,Food
Faasos,2780.55,Food
Nykaa,10644.77,Shopping
Faasos,1824.52,Food
DMart,1809.46,Groceries
KFC,1972.37,Food
BPCL,1765.04,Fuel
Reliance Fresh,1721.37,Groceries
Amazon India,633.36,Shopping
Disney+ Hotstar,532.2,Subscription
KFC,1574.3,Food
Zepto,2188.36,Groceries
Jio Fiber,5727.09,Bills
Third Wave Coffee,997.68,Food
BSNL,11721.37,Bills
Pet Shop,708.11,Other
Bharat Gas,8467.4,Bills
Adani Electricity,10249.27,Bills
McDonald's India,2266.28,Food
EMI Home Loan,9986.91,Bills
Third Wave Coffee,2480.19,Food
Unknown Merchant,587.42,Other
Home Depot India,7994.76,Miscellaneous
BigBasket,3574.26,Groceries
Municipal Water Department,1365.27,Bills
Airtel,6364.02,Bills
Mobile Repair,1411.97,Other
Bharat Gas,4375.41,Bills
Airtel,6810.0,Bills
Third Wave Coffee,2529.76,Food
Interest Credit,392.61,Salary
Municipal Water Department,286.44,Bills
Indane Gas,5715.2,Bills
Airtel,6958.91,Bills
Nature's Basket,4751.33,Groceries
Airtel,4099.32,Bills
Indane Gas,793.88,Bills
BEST,13942.99,Bills
Burger King,1073.05,Food
Adani Electricity,14008.27,Bills
Indane Gas,10974.76,Bills
Stationery Shop,2012.63,Other
Tailor,2417.78,Other
Mutual Fund SIP,42645.54,Investment
Local Wine & Beer Shop,1993.19,Food
SBI Mutual Fund,15938.03,Investment
Swiggy,1944.37,Food
House Rent Payment,21438.09,Rent
Flipkart,5849.25,Shopping
Tata 1mg,953.9,Miscellaneous
HDFC Mutual Fund,6855.52,Investment
Reliance Fresh,537.69,Groceries
Employer Salary Credit,176264.99,Salary
Bajaj Allianz,38446.04,Insurance
Pet Shop,1978.25,Other
Domino's India,986.58,Food
Faasos,2340.45,Food
Disney+ Hotstar,480.72,Subscription
Swiggy,962.29,Food
Bajaj Allianz,10686.89,Insurance
Starbucks India,2508.21,Food
Zepto,3183.03,Groceries
Local Hardware Store,7653.92,Miscellaneous
Naturals Salon,255.04,Miscellaneous
Home Depot India,2778.2,Miscellaneous
BSNL,12885.41,Bills
Ajio,9686.18,Shopping
Airtel,12944.73,Bills
Reliance Fresh,1221.66,Groceries
BPCL,2151.16,Fuel
Local Wine & Beer Shop,205.52,Food
DMart,3676.16,Groceries
Amazon Prime,645.56,Subscription
Local Barbershop,1067.47,Miscellaneous
Nature's Basket,3074.63,Groceries
McDonald's India,968.24,Food
Ajio,5639.27,Shopping
HPCL,2001.02,Fuel
BSNL,6305.58,Bills
Cafe Coffee Day,2320.9,Food
Zepto,1262.0,Groceries
Nature's Basket,4713.62,Groceries
Rapido,3134.37,Miscellaneous
Dish TV,514.53,Subscription
BigBasket,2035.62,Groceries
Faasos,2327.52,Food
BigBasket,1588.06,Groceries
BSNL,13805.22,Bills
Flipkart,10562.25,Shopping
EMI Home Loan,3662.29,Bills
Local Wine & Beer Shop,2050.11,Food
EatClub,211.43,Food
General Store,992.39,Other
Myntra,10688.19,Shopping
Faasos,2860.28,Food
Disney+ Hotstar,601.71,Subscription
BigBasket,3011.45,Groceries
BPCL,2636.72,Fuel
Social,1173.02,Food
Income Tax Payment,15567.12,Bills
Zomato,1426.75,Food
McDonald's India,959.78,Food
EatClub,315.52,Food
Bharat Gas,2240.52,Bills
The Beer Cafe,1783.42,Food
Bajaj Allianz,38529.81,Insurance
Zomato,603.12,Food
Airtel,2150.52,Bills
Jio Fiber,6106.95,Bills
BSNL,3580.22,Bills
Myntra,3352.78,Shopping
Jio,4518.45,Bills
Municipal Water Department,14244.57,Bills
Jio Fiber,1201.09,Bills
BEST,9358.82,Bills
Disney+ Hotstar,1701.05,Entertainment
Indane Gas,6845.18,Bills
ATM,2475.37,Other
DMart,4699.93,Groceries
Indane Gas,4929.83,Bills
Barbeque Nation,1965.64,Food
HP Gas,13680.25,Bills
Netflix,480.02,Subscription
Barbeque Nation,157.14,Food
EMI Personal Loan,21592.66,Bills
HDFC Ergo,19993.79,Insurance
Jio,6696.67,Bills
Nature's Basket,4256.6,Groceries
Zepto,1845.13,Groceries
HDFC Ergo,30974.59,Insurance
Faasos,1378.85,Food
Jio,11179.41,Bills
EMI Personal Loan,5681.49,Bills
Meesho,3419.03,Shopping
Bharat Gas,4529.94,Bills
Adani Electricity,1509.54,Bills
KFC,1220.55,Food
Indane Gas,4323.17,Bills
EMI Personal Loan,4585.86,Bills
Employer Salary Credit,168889.74,Salary
Uber,1300.1,Miscellaneous
Flipkart,2768.91,Shopping
BigBasket,3410.99,Groceries
ICICI Prudential MF,11127.45,Investment
Burger King,2784.88,Food
HDFC Mutual Fund,2723.11,Investment
House Rent Payment,11654.9,Rent
Mutual Fund SIP,40791.53,Investment
Tata Power,769.22,Bills
Zomato,2636.76,Food
Reliance Fresh,3943.65,Groceries
Zepto,2188.87,Groceries
Naturals Salon,4685.53,Miscellaneous
Mutual Fund SIP,3360.14,Investment
Amazon India,12069.76,Shopping
Social,2307.27,Food
General Store,1793.45,Other
BPCL,392.64,Fuel
BigBasket,1692.88,Groceries
The Beer Cafe,1675.71,Food
Reliance Fresh,1029.63,Groceries
Bajaj Allianz,5240.12,Insurance
EatClub,2762.28,Food
Faasos,2209.34,Food
HPCL,536.06,Fuel
EatClub,2499.68,Food
Zepto,1988.28,Groceries
Tea Stall,136.62,Other
Blinkit,616.1,Groceries
Misc Vendor,512.81,Other
Indian Oil,4165.91,Fuel
Zomato,1258.74,Food
Adani Electricity,13072.1,Bills
BigBasket,3743.85,Groceries
Nykaa,9402.04,Shopping
HP Gas,4690.43,Bills
Starbucks India,2690.17,Food
Myntra,10748.27,Shopping
BigBasket,3535.49,Groceries
HP Gas,7765.29,Bills
Bharat Gas,5385.92,Bills
Meesho,4522.03,Shopping
The Beer Cafe,2034.54,Food
Third Wave Coffee,1678.17,Food
Nature's Basket,1362.34,Groceries
Nature's Basket,4910.64,Groceries
EatClub,637.91,Food
Zomato,2932.43,Food
Myntra,3877.91,Shopping
Reliance Fresh,1058.41,Groceries
Nykaa,4685.14,Shopping
Tea Stall,142.82,Other
Disney+ Hotstar,316.4,Subscription
HDFC Ergo,14042.87,Insurance
BPCL,2031.23,Fuel
Zomato,1884.37,Food
Bajaj Allianz,22052.53,Insurance
Bajaj Allianz,29420.5,Insurance
Reliance Fresh,4085.53,Groceries
Laundry,1653.18,Other
Reliance Fresh,1948.85,Groceries
HPCL,2218.31,Fuel
Indian Oil,4911.38,Fuel
Barbeque Nation,2324.9,Food
Credit Card Bill Payment,4290.76,Bills
Home Depot India,3250.0,Miscellaneous
Indane Gas,8675.16,Bills
The Beer Cafe,2345.11,Food
Bharat Gas,4951.06,Bills
Airtel,12899.23,Bills
Airtel,2138.52,Bills
Income Tax Payment,7275.43,Bills
Adani Electricity,10980.11,Bills
Tata Power,556.58,Bills
Jio,3468.59,Bills
DMart,461.63,Groceries
BSNL,7207.83,Bills
Indane Gas,1127.83,Bills
BSNL,1085.67,Bills
Municipal Water Department,14852.89,Bills
Chaayos,1405.55,Food
Social,2069.45,Food
DMart,2986.58,Groceries
Adani Electricity,9398.43,Bills
BEST,14041.69,Bills
HP Gas,8625.27,Bills
ATM,1795.75,Other
DMart,4826.06,Groceries
Third Wave Coffee,449.01,Food
BigBasket,655.79,Groceries
Bharat Gas,5248.37,Bills
Income Tax Payment,7935.66,Bills
HP Gas,13865.88,Bills
Ajio,2906.35,Shopping
BSNL,3065.24,Bills
Municipal Water Department,10502.53,Bills
Netflix,394.99,Subscription
Reliance Fresh,3295.92,Groceries
Faasos,1401.26,Food
Jio,11975.61,Bills
Bajaj Allianz,28770.02,Insurance
Tata 1mg,2566.01,Miscellaneous
House Rent Payment,9960.05,Rent
EMI Personal Loan,6310.39,Bills
Faasos,1059.34,Food
ICICI Prudential MF,16456.52,Investment
KFC,1666.5,Food
Flipkart,2863.78,Shopping
Ace Hardware India,3912.45,Miscellaneous
House Rent Payment,30940.78,Rent
Unknown Merchant,1452.43,Other
ICICI Prudential MF,32650.69,Investment
House Rent Payment,9149.25,Rent
House Rent Payment,22081.97,Rent
Tata Power,9599.57,Bills
Airtel Digital TV,668.28,Subscription
Reliance Fresh,1025.5,Groceries
Barbeque Nation,1811.42,Food
DMart,4927.95,Groceries
Meesho,5215.26,Shopping
Mobile Repair,397.08,Other
McDonald's India,2053.06,Food
Street Food Vendor,154.19,Other
HPCL,377.96,Fuel
Local Store,2115.06,Other
Nykaa,10084.71,Shopping
DMart,3294.85,Groceries
Home Depot India,8314.1,Miscellaneous
Swiggy,625.96,Food
Local Wine & Beer Shop,1435.52,Food
HPCL,4291.22,Fuel
Unknown Merchant,1214.18,Other
Adani Electricity,12510.26,Bills
Tata Play,554.65,Subscription
Reliance Fresh,3419.25,Groceries
Meesho,19326.75,Shopping
Nature's Basket,2657.13,Groceries
Disney+ Hotstar,765.59,Subscription
Amazon India,45837.77,Shopping
HPCL,1415.07,Fuel
Amazon India,1784.77,Shopping
McDonald's India,2114.77,Food
Flower Shop,313.47,Other
Reliance Fresh,842.35,Groceries
Street Vendor,1302.83,Other
HPCL,4678.31,Fuel
Faasos,1006.38,Food
Local Wine & Beer Shop,1495.16,Food
Meesho,15472.79,Shopping
Domino's India,2457.81,Food
Myntra,762.6,Shopping
HPCL,4028.33,Fuel
Flipkart,10884.18,Shopping
Spotify,308.88,Subscription
Social,1662.28,Food
Swiggy,2527.8,Food
Indian Oil,1572.03,Fuel
Credit Card Bill Payment,13295.35,Bills
Stationery Shop,1737.24,Other
Fruit Vendor,1975.35,Other
Flipkart,29443.81,Shopping
Social,565.25,Food
The Beer Cafe,1885.95,Food
Street Vendor,1156.3,Other
KFC,1814.05,Food
Tata Power,4469.79,Bills
Burger King,1574.87,Food
EMI Personal Loan,16530.29,Bills
ICICI Lombard,23442.3,Insurance
Fruit Vendor,1637.68,Other
Local Hardware Store,4763.61,Miscellaneous
Reliance Fresh,4541.34,Groceries
Reliance Fresh,3813.11,Groceries
Myntra,7337.85,Shopping
EatClub,599.42,Food
Netflix,1974.09,Entertainment
Zepto,3770.71,Groceries
Indane Gas,10896.94,Bills
Zepto,2316.59,Groceries
Zomato,359.04,Food
HPCL,2309.73,Fuel
Indian Oil,4572.45,Fuel
EatClub,1080.54,Food
The Beer Cafe,2497.27,Food
Bharat Gas,5450.08,Bills
BEST,309.24,Bills
Adani Electricity,5046.44,Bills
KFC,418.82,Food
Jio,10201.67,Bills
Zepto,2323.01,Groceries
Jio,15150.3,Bills
BSNL,6680.84,Bills
Tata Play,467.77,Subscription
McDonald's India,2708.18,Food
Netflix,708.0,Subscription
Airtel,13621.38,Bills
Jio Fiber,9170.76,Bills
Myntra,3453.61,Shopping
Bakery,1746.13,Other
HP Gas,8996.11,Bills
Jio,5493.68,Bills
Credit Card Bill Payment,10977.1,Bills
Airtel,4741.24,Bills
HP Gas,3021.47,Bills
EMI Personal Loan,19939.86,Bills
Jio,7894.52,Bills
Ace Hardware India,5656.87,Miscellaneous
Nature's Basket,1143.01,Groceries
Nykaa,4267.15,Shopping
Myntra,20793.23,Shopping
Ajio,14867.05,Shopping
Interest Credit,813.4,Salary
ICICI Prudential MF,20675.42,Investment
Reliance Fresh,4565.56,Groceries
Disney+ Hotstar,840.0,Entertainment
Myntra,4195.62,Shopping
Employer Salary Credit,240125.84,Salary
House Rent Payment,17662.41,Rent
Zepto,1734.96,Groceries
House Rent Payment,33323.0,Rent
Nature's Basket,759.82,Groceries
Vegetable Market,1573.03,Other
Zepto,1740.38,Groceries
Disney+ Hotstar,494.98,Subscription
Fruit Vendor,1195.05,Other
KFC,2433.02,Food
The Beer Cafe,2218.32,Food
Amazon India,48761.33,Shopping
Zepto,1977.36,Groceries
Amazon India,9984.92,Shopping
EatClub,168.09,Food
Ajio,49971.86,Shopping
Jio Fiber,15274.97,Bills
Chaayos,2109.46,Food
Chaayos,2425.37,Food
Bajaj Allianz,48253.76,Insurance
Third Wave Coffee,824.16,Food
Faasos,1903.88,Food
Netflix,591.62,Subscription
Flipkart,11551.62,Shopping
Income Tax Payment,31455.05,Bills
Cafe Coffee Day,2884.7,Food
Tata Power,9935.27,Bills
Interest Credit,1641.06,Salary
Adani Electricity,12050.66,Bills
DMart,990.72,Groceries
Airtel Digital TV,757.51,Subscription
Amazon India,5688.3,Shopping
Netflix,1225.58,Entertainment
Apollo Pharmacy,1091.27,Miscellaneous
Barbeque Nation,2553.47,Food
Cafe Coffee Day,2745.97,Food
Domino's India,2846.48,Food
Nature's Basket,4436.37,Groceries
Municipal Water Department,6635.28,Bills
Zomato,1762.92,Food
Zepto,1912.89,Groceries
Faasos,1759.56,Food
Local Hardware Store,8310.27,Miscellaneous
HPCL,1300.93,Fuel
Local Wine & Beer Shop,2618.36,Food
BigBasket,4077.88,Groceries
BPCL,4083.45,Fuel
The Beer Cafe,2064.62,Food
Jio,7161.71,Bills
Pet Shop,1805.69,Other
Social,892.69,Food
Fruit Vendor,1116.89,Other
Chaayos,2410.29,Food
Amazon India,4462.26,Shopping
Bakery,47.36,Other
EMI Home Loan,22981.85,Bills
Indane Gas,12567.95,Bills
BEST,5865.6,Bills
Ajio,12457.87,Shopping
Zepto,4956.19,Groceries
Zomato,2553.27,Food
Municipal Water Department,15120.24,Bills
Jio Fiber,15306.44,Bills
Jio Fiber,13864.02,Bills
Cafe Coffee Day,1607.37,Food
Flipkart,14581.69,Shopping
Jio Fiber,15117.99,Bills
BEST,8743.16,Bills
BSNL,4426.42,Bills
Nature's Basket,3537.76,Groceries
EMI Home Loan,15159.56,Bills
BSNL,8999.93,Bills
Bharat Gas,598.03,Bills
Municipal Water Department,375.76,Bills
Tata Power,12102.5,Bills
Amazon India,4264.93,Shopping
Starbucks India,348.56,Food
KFC,763.75,Food
Reliance Fresh,821.65,Groceries
BPCL,1325.79,Fuel
Employer Salary Credit,129662.04,Salary
House Rent Payment,44310.63,Rent
Indian Oil,1065.79,Fuel
Tata Power,1890.32,Bills
House Rent Payment,39965.41,Rent
EMI Personal Loan,3441.57,Bills
Tea Stall,101.55,Other
General Store,1201.31,Other
Bajaj Allianz,7438.57,Insurance
Ola,2687.02,Miscellaneous
HPCL,4040.23,Fuel
HP Gas,11348.29,Bills
Employer Salary Credit,49110.75,Salary
Meesho,1440.38,Shopping
Employer Salary Credit,126948.02,Salary
Employer Salary Credit,71346.11,Salary
BigBasket,2852.22,Groceries
DMart,1714.13,Groceries
Mutual Fund SIP,25358.65,Investment
Tata Power,1519.99,Bills
Lakme Salon,7251.09,Miscellaneous
Nature's Basket,3120.1,Groceries
Jio,4152.71,Bills
Myntra,3198.97,Shopping
Reliance Fresh,4420.27,Groceries
Tailor,941.88,Other
BPCL,2129.38,Fuel
McDonald's India,2624.23,Food
LIC,22699.23,Insurance
Reliance Fresh,3484.45,Groceries
Stationery Shop,2495.9,Other
Tea Stall,61.44,Other
Home Depot India,8438.63,Miscellaneous
Tea Stall,51.04,Other
HPCL,3207.47,Fuel
Third Wave Coffee,2261.42,Food
