,transaction_id,transaction_date,transaction_time,merchant,description,amount,currency,payment_method,transaction_type,category,city,state,country
5648,TXN005791,2018-07-31,21:39:22,Burger King,UPI/Burger King,1073.05,INR,UPI,Debit,Food,Indore,Madhya Pradesh,India
5649,TXN005850,2018-07-31,23:29:17,Adani Electricity,Auto Debit Adani Electricity,14008.27,INR,Auto Debit,Debit,Bills,Ahmedabad,Gujarat,India
5650,TXN006861,2018-07-31,23:31:08,Indane Gas,Auto Debit Indane Gas,10974.76,INR,Auto Debit,Debit,Bills,Jaipur,Rajasthan,India
5651,TXN005190,2018-08-01,10:49:09,Stationery Shop,UPI/Stationery Shop,2012.63,INR,UPI,Debit,Other,Pune,Maharashtra,India
5652,TXN006426,2018-08-01,14:55:15,Tailor,UPI/Tailor,2417.78,INR,UPI,Debit,Other,Bengaluru,Karnataka,India
5653,TXN005816,2018-08-02,03:04:59,Mutual Fund SIP,UPI/Mutual Fund SIP,42645.54,INR,UPI,Debit,Investment,Delhi,Delhi,India
5654,TXN006069,2018-08-02,09:50:09,Local Wine & Beer Shop,UPI/Local Wine & Beer Shop,1993.19,INR,UPI,Debit,Food,Noida,Uttar Pradesh,India
5655,TXN006815,2018-08-02,13:32:21,SBI Mutual Fund,UPI/Paytm/SBI Mutual Fund,15938.03,INR,UPI,Debit,Investment,Surat,Gujarat,India
5656,TXN005958,2018-08-02,20:22:04,Swiggy,UPI/DR/958494527/Swiggy,1944.37,INR,UPI,Debit,Food,Surat,Gujarat,India
5657,TXN005405,2018-08-03,02:41:54,House Rent Payment,UPI House Rent Payment,21438.09,INR,UPI,Debit,Rent,Jaipur,Rajasthan,India
5658,TXN005305,2018-08-04,20:01:31,Flipkart,UPI/DR/763688866/Flipkart,5849.25,INR,UPI,Debit,Shopping,Jaipur,Rajasthan,India
5659,TXN005125,2018-08-05,05:15:11,Tata 1mg,UPI/Tata 1mg,953.9,INR,UPI,Debit,Miscellaneous,Mumbai,Maharashtra,India
5660,TXN005780,2018-08-05,14:59:25,HDFC Mutual Fund,SIP Investment HDFC Mutual Fund,6855.52,INR,Auto Debit,Debit,Investment,Lucknow,Uttar Pradesh,India
5661,TXN006944,2018-08-05,16:45:49,Reliance Fresh,POS Purchase Reliance Fresh,537.69,INR,Debit Card,Debit,Groceries,Jaipur,Rajasthan,India
5662,TXN006541,2018-08-05,20:59:38,Employer Salary Credit,NEFT Salary Credit,176264.99,INR,IMPS,Credit,Salary,Indore,Madhya Pradesh,India
5663,TXN006725,2018-08-06,03:17:29,Bajaj Allianz,Net Banking Insurance Premium Bajaj Allianz,38446.04,INR,Net Banking,Debit,Insurance,Kochi,Kerala,India
5664,TXN005208,2018-08-06,03:22:54,Pet Shop,UPI/DR/340781088/Pet Shop,1978.25,INR,UPI,Debit,Other,Bengaluru,Karnataka,India
5665,TXN006334,2018-08-06,19:10:35,Domino's India,UPI/Domino's India,986.58,INR,UPI,Debit,Food,Kochi,Kerala,India
5666,TXN006321,2018-08-07,12:33:21,Faasos,UPI/Paytm/Faasos,2340.45,INR,UPI,Debit,Food,Kochi,Kerala,India
5667,TXN005606,2018-08-08,07:43:13,Disney+ Hotstar,UPI/Paytm/Disney+ Hotstar,480.72,INR,Credit Card,Debit,Subscription,Kolkata,West Bengal,India
5668,TXN005449,2018-08-08,20:50:04,Swiggy,UPI/Paytm/Swiggy,962.29,INR,UPI,Debit,Food,Lucknow,Uttar Pradesh,India
5669,TXN005672,2018-08-09,06:45:21,Bajaj Allianz,Net Banking Insurance Premium Bajaj Allianz,10686.89,INR,Net Banking,Debit,Insurance,Delhi,Delhi,India
5670,TXN006945,2018-08-09,08:42:46,Starbucks India,UPI/Paytm/Starbucks India,2508.21,INR,UPI,Debit,Food,Indore,Madhya Pradesh,India
5671,TXN005532,2018-08-09,10:09:05,Zepto,POS Purchase Zepto,3183.03,INR,Debit Card,Debit,Groceries,Delhi,Delhi,India
5672,TXN006471,2018-08-10,21:34:13,Local Hardware Store,POS Purchase Local Hardware Store,7653.92,INR,Debit Card,Debit,Miscellaneous,Pune,Maharashtra,India
5673,TXN005186,2018-08-11,11:06:43,Naturals Salon,UPI/Naturals Salon,255.04,INR,UPI,Debit,Miscellaneous,Delhi,Delhi,India
5674,TXN006988,2018-08-13,14:20:15,Home Depot India,UPI/DR/550535651/Home Depot India,2778.2,INR,UPI,Debit,Miscellaneous,Jaipur,Rajasthan,India
5675,TXN005358,2018-08-13,14:47:38,BSNL,UPI/DR/264481748/BSNL,12885.41,INR,UPI,Debit,Bills,Ahmedabad,Gujarat,India
5676,TXN005080,2018-08-13,22:33:29,Ajio,POS Purchase Ajio,9686.18,INR,Credit Card,Debit,Shopping,Indore,Madhya Pradesh,India
5677,TXN006981,2018-08-14,08:30:09,Airtel,Net Banking Airtel,12944.73,INR,Net Banking,Debit,Bills,Indore,Madhya Pradesh,India
5678,TXN006122,2018-08-14,10:03:38,Reliance Fresh,UPI/Reliance Fresh,1221.66,INR,UPI,Debit,Groceries,Mumbai,Maharashtra,India
5679,TXN005716,2018-08-14,17:18:40,BPCL,POS Purchase BPCL,2151.16,INR,Debit Card,Debit,Fuel,Pune,Maharashtra,India
5680,TXN006656,2018-08-14,17:40:51,Local Wine & Beer Shop,UPI/Local Wine & Beer Shop,205.52,INR,UPI,Debit,Food,Lucknow,Uttar Pradesh,India
5681,TXN006376,2018-08-15,01:17:31,DMart,UPI/DR/489767404/DMart,3676.16,INR,UPI,Debit,Groceries,Pune,Maharashtra,India
5682,TXN005563,2018-08-15,15:09:21,Amazon Prime,UPI/Amazon Prime,645.56,INR,UPI,Debit,Subscription,Delhi,Delhi,India
5683,TXN005726,2018-08-15,20:27:17,Local Barbershop,POS Purchase Local Barbershop,1067.47,INR,Debit Card,Debit,Miscellaneous,Nagpur,Maharashtra,India
5684,TXN005918,2018-08-16,06:48:13,Nature's Basket,POS Purchase Nature's Basket,3074.63,INR,Debit Card,Debit,Groceries,Jaipur,Rajasthan,India
5685,TXN005883,2018-08-16,10:21:05,McDonald's India,UPI/DR/258927104/McDonald's India,968.24,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
5686,TXN005081,2018-08-16,14:08:51,Ajio,Refund Ajio,5639.27,INR,Net Banking,Credit,Shopping,Ahmedabad,Gujarat,India
5687,TXN006150,2018-08-16,22:14:19,HPCL,POS Purchase HPCL,2001.02,INR,Debit Card,Debit,Fuel,Kochi,Kerala,India
5688,TXN005620,2018-08-16,23:55:19,BSNL,Auto Debit BSNL,6305.58,INR,Auto Debit,Debit,Bills,Indore,Madhya Pradesh,India
5689,TXN005517,2018-08-17,08:25:04,Cafe Coffee Day,POS Purchase Cafe Coffee Day,2320.9,INR,Debit Card,Debit,Food,Jaipur,Rajasthan,India
5690,TXN006409,2018-08-17,14:39:13,Zepto,POS Purchase Zepto,1262.0,INR,Debit Card,Debit,Groceries,Pune,Maharashtra,India
5691,TXN005515,2018-08-18,10:17:52,Nature's Basket,UPI/DR/873403266/Nature's Basket,4713.62,INR,UPI,Debit,Groceries,Kolkata,West Bengal,India
5692,TXN006230,2018-08-18,17:41:39,Rapido,UPI/Rapido,3134.37,INR,UPI,Debit,Miscellaneous,Surat,Gujarat,India
5693,TXN006100,2018-08-19,08:32:43,Dish TV,Auto Debit Dish TV,514.53,INR,Auto Debit,Debit,Subscription,Mumbai,Maharashtra,India
5694,TXN006443,2018-08-19,12:48:49,BigBasket,UPI/Paytm/BigBasket,2035.62,INR,UPI,Debit,Groceries,Ahmedabad,Gujarat,India
5695,TXN005336,2018-08-19,12:49:18,Faasos,POS Purchase Faasos,2327.52,INR,Credit Card,Debit,Food,Kochi,Kerala,India
5696,TXN005461,2018-08-19,14:36:47,BigBasket,UPI/BigBasket,1588.06,INR,UPI,Debit,Groceries,Delhi,Delhi,India
5697,TXN005300,2018-08-19,16:57:18,BSNL,Auto Debit BSNL,13805.22,INR,Auto Debit,Debit,Bills,Mumbai,Maharashtra,India
5698,TXN005382,2018-08-19,22:09:51,Flipkart,POS Purchase Flipkart,10562.25,INR,Credit Card,Debit,Shopping,Kolkata,West Bengal,India
5699,TXN006805,2018-08-20,09:45:05,EMI Home Loan,Auto Debit EMI Home Loan,3662.29,INR,Auto Debit,Debit,Bills,Kolkata,West Bengal,India
5700,TXN006163,2018-08-20,11:54:04,Local Wine & Beer Shop,UPI/DR/559520342/Local Wine & Beer Shop,2050.11,INR,UPI,Debit,Food,Indore,Madhya Pradesh,India
5701,TXN005631,2018-08-20,13:19:08,EatClub,POS Purchase EatClub,211.43,INR,Debit Card,Debit,Food,Ahmedabad,Gujarat,India
5702,TXN006798,2018-08-20,23:57:51,General Store,UPI/General Store,992.39,INR,UPI,Debit,Other,Noida,Uttar Pradesh,India
5703,TXN006111,2018-08-21,09:49:54,Myntra,POS Purchase Myntra,10688.19,INR,Debit Card,Debit,Shopping,Surat,Gujarat,India
5704,TXN005160,2018-08-21,14:06:48,Faasos,POS Purchase Faasos,2860.28,INR,Debit Card,Debit,Food,Lucknow,Uttar Pradesh,India
5705,TXN005905,2018-08-21,18:09:27,Disney+ Hotstar,Auto Debit Disney+ Hotstar,601.71,INR,Auto Debit,Debit,Subscription,Nagpur,Maharashtra,India
5706,TXN005116,2018-08-21,22:34:08,BigBasket,UPI/DR/115191689/BigBasket,3011.45,INR,UPI,Debit,Groceries,Lucknow,Uttar Pradesh,India
5707,TXN005711,2018-08-22,14:40:25,BPCL,POS Purchase BPCL,2636.72,INR,Credit Card,Debit,Fuel,Kolkata,West Bengal,India
5708,TXN006311,2018-08-22,14:57:29,Social,UPI/DR/543894981/Social,1173.02,INR,UPI,Debit,Food,Hyderabad,Telangana,India
5709,TXN006380,2018-08-22,23:50:17,Income Tax Payment,NEFT Income Tax Payment,15567.12,INR,NEFT,Debit,Bills,Kochi,Kerala,India
5710,TXN005013,2018-08-23,20:20:25,Zomato,POS Purchase Zomato,1426.75,INR,Debit Card,Debit,Food,Chennai,Tamil Nadu,India
5711,TXN005134,2018-08-23,21:55:36,McDonald's India,POS Purchase McDonald's India,959.78,INR,Credit Card,Debit,Food,Chennai,Tamil Nadu,India
5712,TXN005786,2018-08-24,14:22:33,EatClub,POS Purchase EatClub,315.52,INR,Debit Card,Debit,Food,Jaipur,Rajasthan,India
5713,TXN005914,2018-08-25,11:05:44,Bharat Gas,Net Banking Bharat Gas,2240.52,INR,Net Banking,Debit,Bills,Mumbai,Maharashtra,India
5714,TXN005738,2018-08-26,08:42:13,The Beer Cafe,UPI/DR/351275639/The Beer Cafe,1783.42,INR,UPI,Debit,Food,Delhi,Delhi,India
5715,TXN006292,2018-08-26,18:58:43,Bajaj Allianz,Insurance Premium Bajaj Allianz,38529.81,INR,Auto Debit,Debit,Insurance,Kolkata,West Bengal,India
5716,TXN005127,2018-08-26,21:29:04,Zomato,UPI/DR/854827139/Zomato,603.12,INR,UPI,Debit,Food,Kolkata,West Bengal,India
5717,TXN006986,2018-08-26,21:31:31,Airtel,NEFT Airtel,2150.52,INR,NEFT,Debit,Bills,Nagpur,Maharashtra,India
5718,TXN006797,2018-08-27,04:06:20,Jio Fiber,NEFT Jio Fiber,6106.95,INR,NEFT,Debit,Bills,Nagpur,Maharashtra,India
5719,TXN006623,2018-08-27,10:27:38,BSNL,Net Banking BSNL,3580.22,INR,Net Banking,Debit,Bills,Hyderabad,Telangana,India
5720,TXN006112,2018-08-27,14:10:39,Myntra,Cashback Myntra,3352.78,INR,Net Banking,Credit,Shopping,Chennai,Tamil Nadu,India
5721,TXN006485,2018-08-27,22:00:14,Jio,Net Banking Jio,4518.45,INR,Net Banking,Debit,Bills,Surat,Gujarat,India
5722,TXN005873,2018-08-28,00:49:52,Municipal Water Department,NEFT Municipal Water Department,14244.57,INR,NEFT,Debit,Bills,Ahmedabad,Gujarat,India
5723,TXN005017,2018-08-28,02:48:03,Jio Fiber,Net Banking Jio Fiber,1201.09,INR,Net Banking,Debit,Bills,Hyderabad,Telangana,India
5724,TXN006939,2018-08-28,11:53:52,BEST,Auto Debit BEST,9358.82,INR,Auto Debit,Debit,Bills,Chennai,Tamil Nadu,India
5725,TXN006532,2018-08-28,12:47:39,Disney+ Hotstar,POS Purchase Disney+ Hotstar,1701.05,INR,Debit Card,Debit,Entertainment,Kolkata,West Bengal,India
5726,TXN005062,2018-08-28,13:01:11,Indane Gas,UPI/Indane Gas,6845.18,INR,UPI,Debit,Bills,Indore,Madhya Pradesh,India
5727,TXN005153,2018-08-28,13:02:20,ATM,ATM Cash Withdrawal,2475.37,INR,Cash Withdrawal,Debit,Other,Indore,Madhya Pradesh,India
5728,TXN005128,2018-08-28,20:37:42,DMart,POS Purchase DMart,4699.93,INR,Credit Card,Debit,Groceries,Pune,Maharashtra,India
5729,TXN005009,2018-08-29,03:24:17,Indane Gas,UPI/Indane Gas,4929.83,INR,UPI,Debit,Bills,Chennai,Tamil Nadu,India
5730,TXN005644,2018-08-29,09:58:07,Barbeque Nation,UPI/Paytm/Barbeque Nation,1965.64,INR,UPI,Debit,Food,Noida,Uttar Pradesh,India
5731,TXN006985,2018-08-29,15:33:42,HP Gas,Net Banking HP Gas,13680.25,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India
5732,TXN005045,2018-08-29,18:15:37,Netflix,Auto Debit Netflix,480.02,INR,Auto Debit,Debit,Subscription,Nagpur,Maharashtra,India
5733,TXN006241,2018-08-29,18:51:38,Barbeque Nation,UPI/DR/751089619/Barbeque Nation,157.14,INR,UPI,Debit,Food,Nagpur,Maharashtra,India
5734,TXN006768,2018-08-30,00:26:04,EMI Personal Loan,Auto Debit EMI Personal Loan,21592.66,INR,Auto Debit,Debit,Bills,Kolkata,West Bengal,India
5735,TXN005229,2018-08-30,04:16:12,HDFC Ergo,Insurance Premium HDFC Ergo,19993.79,INR,Auto Debit,Debit,Insurance,Jaipur,Rajasthan,India
5736,TXN005530,2018-08-30,08:54:07,Jio,Auto Debit Jio,6696.67,INR,Auto Debit,Debit,Bills,Ahmedabad,Gujarat,India
5737,TXN005355,2018-08-30,09:37:46,Nature's Basket,UPI/DR/453932473/Nature's Basket,4256.6,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India
5738,TXN005286,2018-08-30,11:23:24,Zepto,POS Purchase Zepto,1845.13,INR,Debit Card,Debit,Groceries,Ahmedabad,Gujarat,India
5739,TXN006496,2018-08-30,13:46:29,HDFC Ergo,Insurance Premium HDFC Ergo,30974.59,INR,Auto Debit,Debit,Insurance,Kochi,Kerala,India
5740,TXN005902,2018-08-30,16:17:51,Faasos,POS Purchase Faasos,1378.85,INR,Credit Card,Debit,Food,Jaipur,Rajasthan,India
5741,TXN006696,2018-08-30,16:24:08,Jio,UPI/DR/198716092/Jio,11179.41,INR,UPI,Debit,Bills,Lucknow,Uttar Pradesh,India
5742,TXN005752,2018-08-30,18:52:49,EMI Personal Loan,Net Banking EMI Personal Loan,5681.49,INR,Net Banking,Debit,Bills,Mumbai,Maharashtra,India
5743,TXN006208,2018-08-30,23:32:59,Meesho,POS Purchase Meesho,3419.03,INR,Credit Card,Debit,Shopping,Hyderabad,Telangana,India
5744,TXN005294,2018-08-31,00:23:35,Bharat Gas,NEFT Bharat Gas,4529.94,INR,NEFT,Debit,Bills,Kochi,Kerala,India
5745,TXN005217,2018-08-31,13:07:18,Adani Electricity,Auto Debit Adani Electricity,1509.54,INR,Auto Debit,Debit,Bills,Indore,Madhya Pradesh,India
5746,TXN005527,2018-08-31,14:44:53,KFC,UPI/DR/959870518/KFC,1220.55,INR,UPI,Debit,Food,Ahmedabad,Gujarat,India
5747,TXN006439,2018-08-31,17:48:29,Indane Gas,Net Banking Indane Gas,4323.17,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India
5748,TXN005880,2018-08-31,20:24:03,EMI Personal Loan,UPI/Paytm/EMI Personal Loan,4585.86,INR,UPI,Debit,Bills,Noida,Uttar Pradesh,India
5749,TXN005096,2018-09-01,15:01:47,Employer Salary Credit,NEFT Salary Credit,168889.74,INR,IMPS,Credit,Salary,Pune,Maharashtra,India
5750,TXN005032,2018-09-01,17:08:46,Uber,UPI/DR/330035022/Uber,1300.1,INR,UPI,Debit,Miscellaneous,Lucknow,Uttar Pradesh,India
5751,TXN006637,2018-09-01,18:24:05,Flipkart,UPI/Flipkart,2768.91,INR,UPI,Debit,Shopping,Chennai,Tamil Nadu,India
5752,TXN006825,2018-09-02,02:10:11,BigBasket,UPI/Paytm/BigBasket,3410.99,INR,UPI,Debit,Groceries,Kolkata,West Bengal,India
5753,TXN006851,2018-09-02,06:19:19,ICICI Prudential MF,UPI/Paytm/ICICI Prudential MF,11127.45,INR,UPI,Debit,Investment,Surat,Gujarat,India
5754,TXN006820,2018-09-02,12:14:56,Burger King,UPI/Burger King,2784.88,INR,UPI,Debit,Food,Chennai,Tamil Nadu,India
5755,TXN006389,2018-09-02,15:15:21,HDFC Mutual Fund,SIP Investment HDFC Mutual Fund,2723.11,INR,Auto Debit,Debit,Investment,Surat,Gujarat,India
5756,TXN005580,2018-09-02,18:03:09,House Rent Payment,NEFT House Rent Payment,11654.9,INR,NEFT,Debit,Rent,Pune,Maharashtra,India
5757,TXN005846,2018-09-02,21:39:21,Mutual Fund SIP,UPI/Mutual Fund SIP,40791.53,INR,UPI,Debit,Investment,Mumbai,Maharashtra,India
5758,TXN005145,2018-09-03,09:35:00,Tata Power,Net Banking Tata Power,769.22,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India
5759,TXN006216,2018-09-03,18:44:23,Zomato,UPI/DR/432074523/Zomato,2636.76,INR,UPI,Debit,Food,Noida,Uttar Pradesh,India
5760,TXN006804,2018-09-04,15:17:20,Reliance Fresh,UPI/Paytm/Reliance Fresh,3943.65,INR,UPI,Debit,Groceries,Nagpur,Maharashtra,India
5761,TXN006703,2018-09-04,18:02:36,Zepto,UPI/Paytm/Zepto,2188.87,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India
5762,TXN005271,2018-09-04,20:06:49,Naturals Salon,POS Purchase Naturals Salon,4685.53,INR,Debit Card,Debit,Miscellaneous,Hyderabad,Telangana,India
5763,TXN005840,2018-09-04,23:02:12,Mutual Fund SIP,UPI/Mutual Fund SIP,3360.14,INR,UPI,Debit,Investment,Pune,Maharashtra,India
5764,TXN006027,2018-09-05,06:33:21,Amazon India,UPI/Paytm/Amazon India,12069.76,INR,UPI,Debit,Shopping,Indore,Madhya Pradesh,India
5765,TXN006754,2018-09-05,08:01:09,Social,UPI/DR/135084096/Social,2307.27,INR,UPI,Debit,Food,Noida,Uttar Pradesh,India
5766,TXN006687,2018-09-06,01:47:08,General Store,UPI/General Store,1793.45,INR,UPI,Debit,Other,Hyderabad,Telangana,India
5767,TXN005432,2018-09-06,12:23:07,BPCL,POS Purchase BPCL,392.64,INR,Debit Card,Debit,Fuel,Ahmedabad,Gujarat,India
5768,TXN006856,2018-09-06,19:34:57,BigBasket,UPI/DR/236660341/BigBasket,1692.88,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India
5769,TXN005033,2018-09-06,20:26:12,The Beer Cafe,POS Purchase The Beer Cafe,1675.71,INR,Debit Card,Debit,Food,Delhi,Delhi,India
5770,TXN005424,2018-09-06,21:24:10,Reliance Fresh,UPI/Reliance Fresh,1029.63,INR,UPI,Debit,Groceries,Kochi,Kerala,India
5771,TXN006487,2018-09-07,01:08:23,Bajaj Allianz,Insurance Premium Bajaj Allianz,5240.12,INR,Auto Debit,Debit,Insurance,Noida,Uttar Pradesh,India
5772,TXN006538,2018-09-07,19:05:06,EatClub,UPI/Paytm/EatClub,2762.28,INR,UPI,Debit,Food,Kolkata,West Bengal,India
5773,TXN006914,2018-09-08,19:34:32,Faasos,UPI/DR/442372191/Faasos,2209.34,INR,UPI,Debit,Food,Noida,Uttar Pradesh,India
5774,TXN006255,2018-09-10,09:43:43,HPCL,UPI/DR/127876667/HPCL,536.06,INR,UPI,Debit,Fuel,Nagpur,Maharashtra,India
5775,TXN006085,2018-09-11,11:57:59,EatClub,UPI/Paytm/EatClub,2499.68,INR,UPI,Debit,Food,Delhi,Delhi,India
5776,TXN006864,2018-09-11,16:28:25,Zepto,UPI/DR/126474585/Zepto,1988.28,INR,UPI,Debit,Groceries,Indore,Madhya Pradesh,India
5777,TXN005098,2018-09-11,19:09:15,Tea Stall,UPI/Tea Stall,136.62,INR,UPI,Debit,Other,Kochi,Kerala,India
5778,TXN006664,2018-09-12,08:09:40,Blinkit,POS Purchase Blinkit,616.1,INR,Debit Card,Debit,Groceries,Hyderabad,Telangana,India
5779,TXN005036,2018-09-12,14:08:27,Misc Vendor,UPI/Paytm/Misc Vendor,512.81,INR,UPI,Debit,Other,Delhi,Delhi,India
5780,TXN006269,2018-09-12,17:04:58,Indian Oil,UPI/Indian Oil,4165.91,INR,UPI,Debit,Fuel,Noida,Uttar Pradesh,India
5781,TXN006492,2018-09-12,19:46:14,Zomato,POS Purchase Zomato,1258.74,INR,Debit Card,Debit,Food,Surat,Gujarat,India
5782,TXN006848,2018-09-12,20:24:27,Adani Electricity,NEFT Adani Electricity,13072.1,INR,NEFT,Debit,Bills,Mumbai,Maharashtra,India
5783,TXN006529,2018-09-12,21:42:55,BigBasket,UPI/Paytm/BigBasket,3743.85,INR,UPI,Debit,Groceries,Nagpur,Maharashtra,India
5784,TXN005876,2018-09-13,09:05:36,Nykaa,POS Purchase Nykaa,9402.04,INR,Credit Card,Debit,Shopping,Surat,Gujarat,India
5785,TXN006387,2018-09-13,10:19:04,HP Gas,Auto Debit HP Gas,4690.43,INR,Auto Debit,Debit,Bills,Jaipur,Rajasthan,India
5786,TXN006596,2018-09-13,14:45:29,Starbucks India,POS Purchase Starbucks India,2690.17,INR,Debit Card,Debit,Food,Noida,Uttar Pradesh,India
5787,TXN005686,2018-09-14,01:44:50,Myntra,POS Purchase Myntra,10748.27,INR,Credit Card,Debit,Shopping,Indore,Madhya Pradesh,India
5788,TXN005483,2018-09-14,20:10:03,BigBasket,UPI/Paytm/BigBasket,3535.49,INR,UPI,Debit,Groceries,Surat,Gujarat,India
5789,TXN006777,2018-09-14,21:54:56,HP Gas,Auto Debit HP Gas,7765.29,INR,Auto Debit,Debit,Bills,Surat,Gujarat,India
5790,TXN005403,2018-09-16,08:50:25,Bharat Gas,NEFT Bharat Gas,5385.92,INR,NEFT,Debit,Bills,Surat,Gujarat,India
5791,TXN005242,2018-09-16,19:55:09,Meesho,UPI/Paytm/Meesho,4522.03,INR,UPI,Debit,Shopping,Noida,Uttar Pradesh,India
5792,TXN005767,2018-09-17,17:22:49,The Beer Cafe,POS Purchase The Beer Cafe,2034.54,INR,Credit Card,Debit,Food,Indore,Madhya Pradesh,India
5793,TXN005366,2018-09-18,19:13:37,Third Wave Coffee,POS Purchase Third Wave Coffee,1678.17,INR,Debit Card,Debit,Food,Pune,Maharashtra,India
5794,TXN006261,2018-09-19,00:54:13,Nature's Basket,UPI/DR/195765217/Nature's Basket,1362.34,INR,UPI,Debit,Groceries,Mumbai,Maharashtra,India
5795,TXN006218,2018-09-19,09:13:55,Nature's Basket,UPI/Nature's Basket,4910.64,INR,UPI,Debit,Groceries,Jaipur,Rajasthan,India
5796,TXN005384,2018-09-19,09:59:28,EatClub,UPI/Paytm/EatClub,637.91,INR,UPI,Debit,Food,Noida,Uttar Pradesh,India
5797,TXN005896,2018-09-19,20:44:39,Zomato,UPI/DR/315495749/Zomato,2932.43,INR,UPI,Debit,Food,Chennai,Tamil Nadu,India
5798,TXN005512,2018-09-19,21:46:07,Myntra,UPI/Paytm/Myntra,3877.91,INR,UPI,Debit,Shopping,Kolkata,West Bengal,India
5799,TXN006577,2018-09-20,01:05:07,Reliance Fresh,POS Purchase Reliance Fresh,1058.41,INR,Credit Card,Debit,Groceries,Ahmedabad,Gujarat,India
5800,TXN005340,2018-09-20,06:52:34,Nykaa,UPI/Nykaa,4685.14,INR,UPI,Debit,Shopping,Chennai,Tamil Nadu,India
5801,TXN005263,2018-09-20,17:46:38,Tea Stall,UPI/Tea Stall,142.82,INR,UPI,Debit,Other,Delhi,Delhi,India
5802,TXN006016,2018-09-21,03:38:11,Disney+ Hotstar,Auto Debit Disney+ Hotstar,316.4,INR,Auto Debit,Debit,Subscription,Kolkata,West Bengal,India
5803,TXN006502,2018-09-21,14:19:29,HDFC Ergo,Net Banking Insurance Premium HDFC Ergo,14042.87,INR,Net Banking,Debit,Insurance,Nagpur,Maharashtra,India
5804,TXN006655,2018-09-21,17:13:52,BPCL,POS Purchase BPCL,2031.23,INR,Credit Card,Debit,Fuel,Indore,Madhya Pradesh,India
5805,TXN006036,2018-09-22,12:11:28,Zomato,POS Purchase Zomato,1884.37,INR,Credit Card,Debit,Food,Delhi,Delhi,India
5806,TXN006039,2018-09-23,01:04:04,Bajaj Allianz,Insurance Premium Bajaj Allianz,22052.53,INR,Auto Debit,Debit,Insurance,Nagpur,Maharashtra,India
5807,TXN006765,2018-09-24,08:05:59,Bajaj Allianz,Insurance Premium Bajaj Allianz,29420.5,INR,Auto Debit,Debit,Insurance,Indore,Madhya Pradesh,India
5808,TXN006955,2018-09-24,10:20:07,Reliance Fresh,POS Purchase Reliance Fresh,4085.53,INR,Debit Card,Debit,Groceries,Hyderabad,Telangana,India
5809,TXN006244,2018-09-24,14:08:05,Laundry,UPI/DR/464188244/Laundry,1653.18,INR,UPI,Debit,Other,Kolkata,West Bengal,India
5810,TXN006866,2018-09-24,21:28:54,Reliance Fresh,POS Purchase Reliance Fresh,1948.85,INR,Debit Card,Debit,Groceries,Noida,Uttar Pradesh,India
5811,TXN006511,2018-09-25,08:15:38,HPCL,UPI/HPCL,2218.31,INR,UPI,Debit,Fuel,Delhi,Delhi,India
5812,TXN006367,2018-09-25,08:15:42,Indian Oil,POS Purchase Indian Oil,4911.38,INR,Credit Card,Debit,Fuel,Chennai,Tamil Nadu,India
5813,TXN006992,2018-09-25,14:25:51,Barbeque Nation,POS Purchase Barbeque Nation,2324.9,INR,Debit Card,Debit,Food,Surat,Gujarat,India
5814,TXN006772,2018-09-26,00:34:01,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,4290.76,INR,Auto Debit,Debit,Bills,Jaipur,Rajasthan,India
5815,TXN005818,2018-09-26,02:41:59,Home Depot India,POS Purchase Home Depot India,3250.0,INR,Debit Card,Debit,Miscellaneous,Nagpur,Maharashtra,India
5816,TXN006436,2018-09-26,09:52:22,Indane Gas,NEFT Indane Gas,8675.16,INR,NEFT,Debit,Bills,Kolkata,West Bengal,India
5817,TXN006023,2018-09-26,12:59:51,The Beer Cafe,UPI/DR/112737840/The Beer Cafe,2345.11,INR,UPI,Debit,Food,Mumbai,Maharashtra,India
5818,TXN005935,2018-09-26,15:34:51,Bharat Gas,Net Banking Bharat Gas,4951.06,INR,Net Banking,Debit,Bills,Nagpur,Maharashtra,India
5819,TXN005037,2018-09-26,17:06:03,Airtel,Auto Debit Airtel,12899.23,INR,Auto Debit,Debit,Bills,Mumbai,Maharashtra,India
5820,TXN005614,2018-09-26,19:25:42,Airtel,NEFT Airtel,2138.52,INR,NEFT,Debit,Bills,Delhi,Delhi,India
5821,TXN005289,2018-09-26,22:28:13,Income Tax Payment,NEFT Income Tax Payment,7275.43,INR,NEFT,Debit,Bills,Indore,Madhya Pradesh,India
5822,TXN006993,2018-09-26,23:14:21,Adani Electricity,Auto Debit Adani Electricity,10980.11,INR,Auto Debit,Debit,Bills,Pune,Maharashtra,India
5823,TXN006930,2018-09-27,00:28:00,Tata Power,Auto Debit Tata Power,556.58,INR,Auto Debit,Debit,Bills,Kolkata,West Bengal,India
5824,TXN006731,2018-09-27,02:57:57,Jio,NEFT Jio,3468.59,INR,NEFT,Debit,Bills,Lucknow,Uttar Pradesh,India
